zipcode,income_level,grade,borough,cuisine_description,score
10456,low income,A,BRONX,Bakery,4.67
10456,low income,A,BRONX,Caf̩/Coffee/Tea,9.0
10456,low income,A,BRONX,Caribbean,9.88
10456,low income,A,BRONX,Chicken,7.25
10456,low income,A,BRONX,Chinese,9.0
10456,low income,A,BRONX,Donuts,11.0
10456,low income,A,BRONX,Hamburgers,9.5
10456,low income,A,BRONX,"Juice, Smoothies, Fruit Salads",1.33
10456,low income,A,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9.5
10456,low income,A,BRONX,Pizza,8.41
10456,low income,A,BRONX,Spanish,11.08
10456,low income,B,BRONX,African,21.5
10456,low income,B,BRONX,American,20.0
10456,low income,B,BRONX,Caribbean,19.67
10456,low income,B,BRONX,Chinese,18.0
10456,low income,B,BRONX,Donuts,21.0
10456,low income,B,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",18.88
10456,low income,B,BRONX,Spanish,20.0
10456,low income,C,BRONX,African,52.0
10456,low income,C,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",48.0
10456,low income,C,BRONX,Spanish,35.0
10456,low income,P,BRONX,Caf̩/Coffee/Tea,0.0
10456,low income,P,BRONX,Spanish,9.0
10456,low income,Z,BRONX,Spanish,28.0
10456,medium income,A,BRONX,American,8.75
10456,medium income,B,BRONX,American,20.0
10457,high income,A,BRONX,Donuts,9.71
10457,high income,A,BRONX,Hamburgers,7.8
10457,high income,A,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9.75
10457,high income,A,BRONX,Spanish,13.0
10457,high income,B,BRONX,Spanish,20.0
10457,low income,A,BRONX,African,8.2
10457,low income,A,BRONX,American,8.38
10457,low income,A,BRONX,Bakery,9.0
10457,low income,A,BRONX,Caf̩/Coffee/Tea,12.0
10457,low income,A,BRONX,Chicken,8.0
10457,low income,A,BRONX,Chinese,8.31
10457,low income,A,BRONX,Donuts,9.71
10457,low income,A,BRONX,Fruits/Vegetables,9.33
10457,low income,A,BRONX,Hamburgers,8.35
10457,low income,A,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9.65
10457,low income,A,BRONX,Mexican,12.33
10457,low income,A,BRONX,Pizza,9.17
10457,low income,A,BRONX,Sandwiches,7.5
10457,low income,A,BRONX,Spanish,9.93
10457,low income,B,BRONX,African,20.0
10457,low income,B,BRONX,American,17.5
10457,low income,B,BRONX,Caf̩/Coffee/Tea,22.0
10457,low income,B,BRONX,Chicken,19.5
10457,low income,B,BRONX,Fruits/Vegetables,26.0
10457,low income,B,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",20.0
10457,low income,B,BRONX,Spanish,19.86
10457,low income,C,BRONX,Caf̩/Coffee/Tea,31.0
10457,low income,C,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",18.5
10457,low income,Z,BRONX,Spanish,35.0
10457,medium income,A,BRONX,Spanish,10.75
10458,high income,A,BRONX,American,7.0
10458,high income,A,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.4
10458,low income,A,BRONX,African,13.0
10458,low income,A,BRONX,American,8.79
10458,low income,A,BRONX,Bakery,6.5
10458,low income,A,BRONX,Caf̩/Coffee/Tea,6.75
10458,low income,A,BRONX,Caribbean,10.0
10458,low income,A,BRONX,Chicken,9.25
10458,low income,A,BRONX,Chinese,10.2
10458,low income,A,BRONX,Delicatessen,11.5
10458,low income,A,BRONX,Hamburgers,7.4
10458,low income,A,BRONX,Italian,10.38
10458,low income,A,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9.75
10458,low income,A,BRONX,Mexican,9.88
10458,low income,A,BRONX,Pizza,9.0
10458,low income,A,BRONX,Pizza/Italian,8.75
10458,low income,A,BRONX,Sandwiches,7.0
10458,low income,B,BRONX,American,18.83
10458,low income,B,BRONX,Bakery,20.0
10458,low income,B,BRONX,Caf̩/Coffee/Tea,22.5
10458,low income,B,BRONX,Chinese,25.0
10458,low income,B,BRONX,Delicatessen,19.0
10458,low income,B,BRONX,Italian,21.38
10458,low income,B,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",20.0
10458,low income,B,BRONX,Mexican,24.0
10458,low income,B,BRONX,Pizza,19.75
10458,low income,C,BRONX,Caribbean,4.0
10458,low income,C,BRONX,Chinese,4.0
10458,low income,C,BRONX,Italian,36.0
10458,low income,C,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",52.0
10458,low income,C,BRONX,Pizza/Italian,37.0
10458,medium income,A,BRONX,Chinese,11.33
10459,low income,A,BRONX,American,9.36
10459,low income,A,BRONX,Bakery,8.22
10459,low income,A,BRONX,Chicken,8.85
10459,low income,A,BRONX,Chinese,9.1
10459,low income,A,BRONX,Donuts,9.0
10459,low income,A,BRONX,Hamburgers,7.0
10459,low income,A,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9.44
10459,low income,A,BRONX,Mexican,7.67
10459,low income,A,BRONX,Pizza,9.35
10459,low income,A,BRONX,Pizza/Italian,12.0
10459,low income,A,BRONX,Sandwiches,8.0
10459,low income,A,BRONX,Spanish,12.0
10459,low income,B,BRONX,American,22.25
10459,low income,B,BRONX,Bakery,18.0
10459,low income,B,BRONX,Chicken,16.67
10459,low income,B,BRONX,Chinese,23.0
10459,low income,B,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",18.0
10459,low income,B,BRONX,Pizza,23.0
10459,low income,B,BRONX,Pizza/Italian,22.0
10459,low income,B,BRONX,Spanish,19.33
10459,low income,C,BRONX,Chicken,28.0
10459,low income,C,BRONX,Mexican,33.0
10459,low income,C,BRONX,Pizza,29.0
10459,low income,C,BRONX,Spanish,29.0
10459,low income,P,BRONX,American,5.0
10459,low income,P,BRONX,Spanish,5.0
10459,low income,Z,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21.0
10459,low income,Z,BRONX,Pizza/Italian,21.0
10460,low income,A,BRONX,American,6.63
10460,low income,A,BRONX,Caf̩/Coffee/Tea,8.67
10460,low income,A,BRONX,Chicken,4.75
10460,low income,A,BRONX,Chinese,8.09
10460,low income,A,BRONX,Donuts,7.82
10460,low income,A,BRONX,Hamburgers,8.0
10460,low income,A,BRONX,"Ice Cream, Gelato, Yogurt, Ices",7.0
10460,low income,A,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11.31
10460,low income,A,BRONX,Mexican,10.0
10460,low income,A,BRONX,Pizza,9.63
10460,low income,A,BRONX,Pizza/Italian,11.0
10460,low income,A,BRONX,Sandwiches,9.0
10460,low income,A,BRONX,Sandwiches/Salads/Mixed Buffet,10.0
10460,low income,B,BRONX,American,20.0
10460,low income,B,BRONX,Hamburgers,16.0
10460,low income,B,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",19.0
10460,low income,B,BRONX,Pizza,23.0
10460,low income,C,BRONX,Hamburgers,16.0
10460,low income,C,BRONX,Pizza,12.0
10460,low income,P,BRONX,Donuts,3.0
10460,low income,P,BRONX,Pizza,9.0
10461,low income,A,BRONX,American,10.46
10461,low income,A,BRONX,Bakery,8.67
10461,low income,A,BRONX,Caf̩/Coffee/Tea,7.5
10461,low income,A,BRONX,Caribbean,10.2
10461,low income,A,BRONX,Chicken,9.5
10461,low income,A,BRONX,Chinese,8.7
10461,low income,A,BRONX,Delicatessen,7.67
10461,low income,A,BRONX,Donuts,6.67
10461,low income,A,BRONX,Hamburgers,7.29
10461,low income,A,BRONX,"Ice Cream, Gelato, Yogurt, Ices",8.0
10461,low income,A,BRONX,Irish,9.75
10461,low income,A,BRONX,Italian,8.37
10461,low income,A,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.17
10461,low income,A,BRONX,Pizza,11.0
10461,low income,A,BRONX,Pizza/Italian,10.67
10461,low income,A,BRONX,Sandwiches,7.0
10461,low income,A,BRONX,Spanish,8.75
10461,low income,A,BRONX,Thai,11.67
10461,low income,B,BRONX,Chinese,15.0
10461,low income,B,BRONX,Irish,19.0
10461,low income,B,BRONX,Italian,17.0
10461,low income,B,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",26.0
10461,low income,B,BRONX,Spanish,21.2
10461,low income,C,BRONX,Spanish,30.0
10461,low income,P,BRONX,American,4.0
10461,low income,P,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3.0
10461,low income,Z,BRONX,Pizza/Italian,2.0
10462,low income,A,BRONX,American,10.05
10462,low income,A,BRONX,Bakery,7.6
10462,low income,A,BRONX,Caf̩/Coffee/Tea,10.25
10462,low income,A,BRONX,Chinese,9.8
10462,low income,A,BRONX,Hamburgers,8.11
10462,low income,A,BRONX,Italian,10.8
10462,low income,A,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.25
10462,low income,A,BRONX,Mexican,11.33
10462,low income,A,BRONX,Pizza,8.33
10462,low income,A,BRONX,Sandwiches,5.67
10462,low income,A,BRONX,Seafood,4.33
10462,low income,B,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",18.5
10462,low income,B,BRONX,Mexican,21.0
10462,low income,B,BRONX,Pizza,17.8
10462,low income,C,BRONX,Bakery,28.0
10462,low income,P,BRONX,American,18.0
10462,low income,P,BRONX,Pizza,9.0
10462,medium income,A,BRONX,American,8.25
10462,medium income,A,BRONX,Caf̩/Coffee/Tea,7.0
10462,medium income,A,BRONX,Caribbean,8.4
10462,medium income,A,BRONX,Chinese,7.6
10462,medium income,A,BRONX,Donuts,9.0
10462,medium income,A,BRONX,Pizza,7.0
10462,medium income,P,BRONX,Caribbean,9.0
10463,high income,A,BRONX,American,9.38
10463,high income,A,BRONX,Bakery,11.25
10463,high income,A,BRONX,Caf̩/Coffee/Tea,9.0
10463,high income,A,BRONX,Chicken,0.0
10463,high income,A,BRONX,Chinese,10.0
10463,high income,A,BRONX,Donuts,9.0
10463,high income,A,BRONX,Greek,11.33
10463,high income,A,BRONX,Hamburgers,11.5
10463,high income,A,BRONX,"Ice Cream, Gelato, Yogurt, Ices",6.25
10463,high income,A,BRONX,"Juice, Smoothies, Fruit Salads",8.0
10463,high income,A,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9.21
10463,high income,A,BRONX,Pizza,8.5
10463,high income,A,BRONX,Sandwiches/Salads/Mixed Buffet,9.0
10463,high income,A,BRONX,Spanish,8.67
10463,high income,B,BRONX,American,16.0
10463,high income,B,BRONX,Greek,16.5
10463,high income,B,BRONX,Hamburgers,11.0
10463,high income,B,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",19.0
10463,high income,B,BRONX,Spanish,22.0
10463,high income,C,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.0
10463,high income,P,BRONX,Bakery,3.0
10463,high income,P,BRONX,Spanish,2.0
10463,high income,Z,BRONX,Spanish,24.0
10464,medium income,A,BRONX,American,11.43
10464,medium income,A,BRONX,French,8.67
10464,medium income,A,BRONX,"Ice Cream, Gelato, Yogurt, Ices",5.33
10464,medium income,A,BRONX,Italian,10.0
10464,medium income,A,BRONX,Sandwiches,8.33
10464,medium income,A,BRONX,Seafood,9.11
10464,medium income,B,BRONX,American,21.5
10464,medium income,B,BRONX,Italian,21.0
10464,medium income,B,BRONX,Sandwiches,23.0
10464,medium income,B,BRONX,Seafood,18.0
10464,medium income,C,BRONX,American,33.0
10464,medium income,Z,BRONX,American,24.0
10465,low income,A,BRONX,American,10.71
10465,low income,A,BRONX,Asian,13.0
10465,low income,A,BRONX,Caf̩/Coffee/Tea,9.78
10465,low income,A,BRONX,Chicken,7.0
10465,low income,A,BRONX,Chinese,9.45
10465,low income,A,BRONX,Delicatessen,7.67
10465,low income,A,BRONX,Donuts,7.25
10465,low income,A,BRONX,Hamburgers,8.25
10465,low income,A,BRONX,"Ice Cream, Gelato, Yogurt, Ices",5.43
10465,low income,A,BRONX,Irish,10.0
10465,low income,A,BRONX,Italian,10.25
10465,low income,A,BRONX,Japanese,7.6
10465,low income,A,BRONX,"Juice, Smoothies, Fruit Salads",10.33
10465,low income,A,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8.33
10465,low income,A,BRONX,Mexican,9.29
10465,low income,A,BRONX,Pizza,9.85
10465,low income,A,BRONX,Seafood,10.2
10465,low income,A,BRONX,Soul Food,7.0
10465,low income,B,BRONX,American,19.25
10465,low income,B,BRONX,Chinese,24.0
10465,low income,B,BRONX,Delicatessen,22.0
10465,low income,B,BRONX,"Ice Cream, Gelato, Yogurt, Ices",16.5
10465,low income,B,BRONX,Japanese,24.0
10465,low income,B,BRONX,Mexican,16.33
10465,low income,B,BRONX,Pizza,17.0
10465,low income,B,BRONX,Soul Food,25.0
10465,low income,C,BRONX,Delicatessen,36.0
10465,low income,P,BRONX,American,2.0
10465,low income,P,BRONX,Delicatessen,5.0
10466,low income,A,BRONX,American,10.0
10466,low income,A,BRONX,Caribbean,8.64
10466,low income,A,BRONX,Hamburgers,3.0
10467,low income,A,BRONX,American,9.0
10467,low income,A,BRONX,Bakery,8.0
10467,low income,A,BRONX,Caf̩/Coffee/Tea,6.5
10467,low income,A,BRONX,Donuts,5.0
10467,low income,A,BRONX,Hamburgers,9.0
10467,low income,A,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11.67
10467,low income,A,BRONX,Pizza,10.67
10467,low income,A,BRONX,Sandwiches,3.33
10467,low income,A,BRONX,Spanish,10.57
10467,low income,A,BRONX,Tex-Mex,10.33
10467,low income,C,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",56.0
10467,low income,C,BRONX,Spanish,12.0
10468,low income,A,BRONX,African,8.75
10468,low income,A,BRONX,American,10.88
10468,low income,A,BRONX,Asian,8.0
10468,low income,A,BRONX,Bakery,8.38
10468,low income,A,BRONX,Chicken,10.5
10468,low income,A,BRONX,Chinese,6.8
10468,low income,A,BRONX,Donuts,6.88
10468,low income,A,BRONX,Greek,11.5
10468,low income,A,BRONX,Hamburgers,8.67
10468,low income,A,BRONX,Irish,8.25
10468,low income,A,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11.25
10468,low income,A,BRONX,Mexican,8.94
10468,low income,A,BRONX,Pizza,8.29
10468,low income,A,BRONX,Pizza/Italian,8.5
10468,low income,B,BRONX,American,17.0
10468,low income,B,BRONX,Bakery,26.0
10468,low income,B,BRONX,Chinese,21.0
10468,low income,B,BRONX,Greek,16.0
10468,low income,B,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",26.0
10468,low income,B,BRONX,Mexican,20.5
10468,low income,B,BRONX,Pizza,14.0
10468,low income,C,BRONX,Donuts,32.0
10468,low income,C,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",36.0
10468,low income,C,BRONX,Mexican,33.0
10468,low income,C,BRONX,Pizza,9.0
10468,low income,P,BRONX,Greek,9.0
10468,low income,Z,BRONX,American,2.0
10469,low income,A,BRONX,Bakery,8.2
10469,low income,A,BRONX,Caf̩/Coffee/Tea,7.0
10469,low income,A,BRONX,Caribbean,10.75
10469,low income,A,BRONX,Chicken,8.33
10469,low income,A,BRONX,Chinese,9.83
10469,low income,A,BRONX,Pizza,7.67
10469,low income,B,BRONX,Caf̩/Coffee/Tea,14.0
10469,low income,B,BRONX,Caribbean,26.0
10469,low income,B,BRONX,Chinese,26.0
10470,low income,A,BRONX,Donuts,9.6
10471,high income,A,BRONX,Chinese,8.75
10471,high income,A,BRONX,Donuts,7.75
10471,high income,A,BRONX,Hamburgers,9.33
10471,high income,A,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11.0
10471,high income,A,BRONX,Mexican,7.83
10471,high income,A,BRONX,Pizza,7.0
10471,high income,A,BRONX,Sandwiches,13.0
10471,high income,A,BRONX,Steak,9.5
10471,high income,B,BRONX,Hamburgers,17.0
10471,high income,B,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",14.0
10471,high income,B,BRONX,Pizza,20.0
10471,high income,B,BRONX,Steak,21.0
10471,high income,C,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2.0
10471,high income,P,BRONX,Pizza,2.0
10472,low income,A,BRONX,American,8.18
10472,low income,A,BRONX,Bakery,9.73
10472,low income,A,BRONX,Caribbean,11.25
10472,low income,A,BRONX,Chicken,5.4
10472,low income,A,BRONX,Chinese,7.79
10472,low income,A,BRONX,Donuts,5.25
10472,low income,A,BRONX,Hamburgers,7.33
10472,low income,A,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.0
10472,low income,A,BRONX,Mexican,8.0
10472,low income,A,BRONX,Pizza,8.95
10472,low income,A,BRONX,Spanish,8.43
10472,low income,B,BRONX,American,18.0
10472,low income,B,BRONX,Caribbean,18.0
10472,low income,B,BRONX,Chinese,25.0
10472,low income,B,BRONX,Hamburgers,15.0
10472,low income,B,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21.17
10472,low income,B,BRONX,Mexican,26.0
10472,low income,B,BRONX,Pizza,17.0
10472,low income,B,BRONX,Spanish,17.5
10472,low income,C,BRONX,Bakery,9.0
10472,low income,C,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",37.0
10472,low income,P,BRONX,Pizza,7.0
10472,low income,Z,BRONX,Mexican,17.0
10473,low income,A,BRONX,Donuts,8.33
10473,low income,A,BRONX,Hamburgers,11.33
10473,low income,A,BRONX,Sandwiches,5.67
10473,low income,B,BRONX,Hamburgers,27.0
10474,low income,A,BRONX,American,9.12
10474,low income,A,BRONX,Caf̩/Coffee/Tea,8.0
10474,low income,A,BRONX,Chinese,7.0
10474,low income,A,BRONX,Delicatessen,11.25
10474,low income,A,BRONX,Donuts,10.0
10474,low income,A,BRONX,Hamburgers,8.5
10474,low income,A,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.8
10474,low income,A,BRONX,Pizza/Italian,6.5
10474,low income,A,BRONX,Spanish,8.0
10474,low income,B,BRONX,American,21.0
10474,low income,B,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",18.0
10474,low income,B,BRONX,Pizza/Italian,19.0
10474,low income,B,BRONX,Spanish,16.5
10474,low income,C,BRONX,Spanish,55.0
10474,low income,P,BRONX,American,4.0
10474,medium income,A,BRONX,Chinese,6.0
10475,low income,A,BRONX,American,8.0
10475,low income,A,BRONX,Caribbean,12.0
10475,low income,A,BRONX,Chinese,11.0
10475,low income,A,BRONX,Donuts,8.0
10475,low income,A,BRONX,Pancakes/Waffles,7.8
10475,low income,B,BRONX,Caribbean,17.0
11101,low income,A,QUEENS,American,6.5
11101,low income,A,QUEENS,Caf̩/Coffee/Tea,8.0
11101,low income,A,QUEENS,Chinese,11.1
11101,low income,A,QUEENS,Chinese/Japanese,11.25
11101,low income,A,QUEENS,Delicatessen,10.67
11101,low income,A,QUEENS,Hamburgers,8.67
11101,low income,A,QUEENS,Italian,10.45
11101,low income,A,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.5
11101,low income,A,QUEENS,Mexican,10.33
11101,low income,B,QUEENS,Chinese,20.0
11101,low income,B,QUEENS,Mexican,16.0
11101,low income,P,QUEENS,Mexican,3.0
11101,medium income,A,QUEENS,American,9.27
11101,medium income,A,QUEENS,Armenian,9.67
11101,medium income,A,QUEENS,Asian,6.75
11101,medium income,A,QUEENS,Bagels/Pretzels,9.5
11101,medium income,A,QUEENS,Bakery,7.25
11101,medium income,A,QUEENS,Brazilian,10.14
11101,medium income,A,QUEENS,Caf̩/Coffee/Tea,7.51
11101,medium income,A,QUEENS,Caribbean,10.0
11101,medium income,A,QUEENS,Chicken,10.67
11101,medium income,A,QUEENS,Chinese,9.83
11101,medium income,A,QUEENS,Chinese/Japanese,11.25
11101,medium income,A,QUEENS,Continental,12.0
11101,medium income,A,QUEENS,Delicatessen,10.09
11101,medium income,A,QUEENS,Donuts,7.3
11101,medium income,A,QUEENS,Eastern European,10.67
11101,medium income,A,QUEENS,French,8.67
11101,medium income,A,QUEENS,Greek,8.5
11101,medium income,A,QUEENS,Hamburgers,9.08
11101,medium income,A,QUEENS,"Ice Cream, Gelato, Yogurt, Ices",8.33
11101,medium income,A,QUEENS,Indian,9.12
11101,medium income,A,QUEENS,Irish,9.14
11101,medium income,A,QUEENS,Italian,9.53
11101,medium income,A,QUEENS,Japanese,8.8
11101,medium income,A,QUEENS,Jewish/Kosher,11.67
11101,medium income,A,QUEENS,"Juice, Smoothies, Fruit Salads",10.0
11101,medium income,A,QUEENS,Korean,4.5
11101,medium income,A,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.39
11101,medium income,A,QUEENS,Mediterranean,9.86
11101,medium income,A,QUEENS,Mexican,9.61
11101,medium income,A,QUEENS,Middle Eastern,12.0
11101,medium income,A,QUEENS,Other,7.0
11101,medium income,A,QUEENS,Peruvian,11.5
11101,medium income,A,QUEENS,Pizza,8.62
11101,medium income,A,QUEENS,Sandwiches,7.15
11101,medium income,A,QUEENS,Sandwiches/Salads/Mixed Buffet,9.62
11101,medium income,A,QUEENS,Spanish,9.57
11101,medium income,A,QUEENS,Thai,9.08
11101,medium income,A,QUEENS,Vietnamese/Cambodian/Malaysia,12.33
11101,medium income,B,QUEENS,American,19.44
11101,medium income,B,QUEENS,Armenian,17.0
11101,medium income,B,QUEENS,Brazilian,25.0
11101,medium income,B,QUEENS,Caf̩/Coffee/Tea,20.5
11101,medium income,B,QUEENS,Caribbean,16.0
11101,medium income,B,QUEENS,Chinese,17.0
11101,medium income,B,QUEENS,Continental,21.33
11101,medium income,B,QUEENS,Delicatessen,20.57
11101,medium income,B,QUEENS,Eastern European,22.0
11101,medium income,B,QUEENS,Egyptian,23.0
11101,medium income,B,QUEENS,Italian,25.0
11101,medium income,B,QUEENS,Japanese,24.0
11101,medium income,B,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",19.0
11101,medium income,B,QUEENS,Mexican,15.4
11101,medium income,B,QUEENS,Peruvian,19.0
11101,medium income,B,QUEENS,Pizza,23.0
11101,medium income,B,QUEENS,Sandwiches/Salads/Mixed Buffet,18.0
11101,medium income,B,QUEENS,Spanish,18.75
11101,medium income,C,QUEENS,American,37.6
11101,medium income,C,QUEENS,Armenian,40.0
11101,medium income,C,QUEENS,Bagels/Pretzels,39.0
11101,medium income,C,QUEENS,Delicatessen,17.67
11101,medium income,C,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",43.0
11101,medium income,P,QUEENS,American,3.0
11101,medium income,P,QUEENS,Caf̩/Coffee/Tea,0.0
11101,medium income,P,QUEENS,Delicatessen,2.0
11101,medium income,P,QUEENS,Jewish/Kosher,2.0
11101,medium income,P,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3.0
11101,medium income,P,QUEENS,Mexican,3.0
11101,medium income,P,QUEENS,Sandwiches,2.0
11101,medium income,P,QUEENS,Vietnamese/Cambodian/Malaysia,2.0
11101,medium income,Z,QUEENS,American,13.0
11101,medium income,Z,QUEENS,Brazilian,20.0
11101,medium income,Z,QUEENS,Caf̩/Coffee/Tea,63.0
11101,medium income,Z,QUEENS,French,2.0
11102,medium income,A,QUEENS,American,9.47
11102,medium income,A,QUEENS,Bangladeshi,10.0
11102,medium income,A,QUEENS,Caf̩/Coffee/Tea,10.67
11102,medium income,A,QUEENS,Greek,11.0
11102,medium income,A,QUEENS,Hamburgers,11.5
11102,medium income,A,QUEENS,Irish,5.75
11102,medium income,A,QUEENS,"Juice, Smoothies, Fruit Salads",9.33
11102,medium income,A,QUEENS,Pakistani,12.5
11102,medium income,A,QUEENS,Peruvian,9.0
11102,medium income,A,QUEENS,Pizza,10.25
11102,medium income,A,QUEENS,Seafood,7.75
11102,medium income,A,QUEENS,Spanish,10.0
11102,medium income,B,QUEENS,American,15.0
11102,medium income,B,QUEENS,Bangladeshi,15.0
11102,medium income,B,QUEENS,Pakistani,14.5
11102,medium income,B,QUEENS,Peruvian,15.0
11102,medium income,C,QUEENS,Pakistani,15.0
11102,medium income,P,QUEENS,Irish,3.0
11102,medium income,Z,QUEENS,Spanish,18.0
11103,high income,A,QUEENS,American,8.87
11103,high income,A,QUEENS,Asian,8.0
11103,high income,A,QUEENS,Bakery,8.2
11103,high income,A,QUEENS,Brazilian,9.0
11103,high income,A,QUEENS,Caf̩/Coffee/Tea,12.0
11103,high income,A,QUEENS,Chicken,8.75
11103,high income,A,QUEENS,Chinese,9.5
11103,high income,A,QUEENS,Greek,10.5
11103,high income,A,QUEENS,Indian,11.5
11103,high income,A,QUEENS,Irish,7.0
11103,high income,A,QUEENS,Japanese,8.2
11103,high income,A,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9.67
11103,high income,A,QUEENS,Mediterranean,7.33
11103,high income,A,QUEENS,Mexican,10.17
11103,high income,A,QUEENS,Pizza,7.86
11103,high income,A,QUEENS,Spanish,8.33
11103,high income,A,QUEENS,Steak,8.0
11103,high income,A,QUEENS,Tex-Mex,6.8
11103,high income,B,QUEENS,American,21.5
11103,high income,B,QUEENS,Chinese,17.0
11103,high income,B,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",24.0
11103,high income,B,QUEENS,Mediterranean,22.0
11103,high income,B,QUEENS,Pizza/Italian,16.0
11103,high income,B,QUEENS,Spanish,16.0
11103,high income,B,QUEENS,Tex-Mex,22.0
11103,high income,P,QUEENS,Chicken,4.0
11103,high income,P,QUEENS,Chinese,2.0
11103,high income,P,QUEENS,Spanish,10.0
11103,high income,Z,QUEENS,Pizza,25.0
11103,medium income,A,QUEENS,Afghan,10.0
11103,medium income,A,QUEENS,American,9.62
11103,medium income,A,QUEENS,Asian,10.0
11103,medium income,A,QUEENS,Bakery,9.67
11103,medium income,A,QUEENS,"Bottled beverages, including water, sodas, juices, etc.",12.33
11103,medium income,A,QUEENS,Caf̩/Coffee/Tea,7.67
11103,medium income,A,QUEENS,Chicken,10.78
11103,medium income,A,QUEENS,Chinese,9.0
11103,medium income,A,QUEENS,Donuts,6.46
11103,medium income,A,QUEENS,Egyptian,8.91
11103,medium income,A,QUEENS,Greek,10.2
11103,medium income,A,QUEENS,Hamburgers,4.5
11103,medium income,A,QUEENS,"Ice Cream, Gelato, Yogurt, Ices",12.0
11103,medium income,A,QUEENS,Indian,9.0
11103,medium income,A,QUEENS,Irish,10.75
11103,medium income,A,QUEENS,"Juice, Smoothies, Fruit Salads",6.33
11103,medium income,A,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.33
11103,medium income,A,QUEENS,Mediterranean,9.31
11103,medium income,A,QUEENS,Mexican,8.88
11103,medium income,A,QUEENS,Middle Eastern,9.56
11103,medium income,A,QUEENS,Moroccan,9.83
11103,medium income,A,QUEENS,Pizza,8.23
11103,medium income,A,QUEENS,Sandwiches,9.5
11103,medium income,A,QUEENS,Seafood,9.2
11103,medium income,A,QUEENS,Spanish,7.25
11103,medium income,A,QUEENS,Thai,8.0
11103,medium income,B,QUEENS,American,16.75
11103,medium income,B,QUEENS,Bakery,22.0
11103,medium income,B,QUEENS,"Bottled beverages, including water, sodas, juices, etc.",15.0
11103,medium income,B,QUEENS,Caf̩/Coffee/Tea,21.0
11103,medium income,B,QUEENS,Chicken,16.0
11103,medium income,B,QUEENS,Mediterranean,14.0
11103,medium income,B,QUEENS,Middle Eastern,15.0
11103,medium income,B,QUEENS,Pizza,20.0
11103,medium income,B,QUEENS,Spanish,17.0
11103,medium income,C,QUEENS,Caf̩/Coffee/Tea,31.0
