zipcode,income_level,grade,borough,cuisine_description,score
11103,medium income,C,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5.0
11103,medium income,C,QUEENS,Mediterranean,40.0
11103,medium income,C,QUEENS,Seafood,32.0
11103,medium income,P,QUEENS,Afghan,3.0
11103,medium income,P,QUEENS,Mediterranean,4.0
11104,medium income,A,QUEENS,American,9.45
11104,medium income,A,QUEENS,Asian,8.38
11104,medium income,A,QUEENS,Bagels/Pretzels,7.25
11104,medium income,A,QUEENS,Bakery,8.45
11104,medium income,A,QUEENS,"Bottled beverages, including water, sodas, juices, etc.",9.14
11104,medium income,A,QUEENS,Caf̩/Coffee/Tea,7.5
11104,medium income,A,QUEENS,Chinese,9.5
11104,medium income,A,QUEENS,Donuts,10.0
11104,medium income,A,QUEENS,Hamburgers,7.11
11104,medium income,A,QUEENS,"Ice Cream, Gelato, Yogurt, Ices",6.25
11104,medium income,A,QUEENS,Indian,9.0
11104,medium income,A,QUEENS,Irish,10.27
11104,medium income,A,QUEENS,Italian,9.81
11104,medium income,A,QUEENS,Japanese,8.89
11104,medium income,A,QUEENS,"Juice, Smoothies, Fruit Salads",4.0
11104,medium income,A,QUEENS,Korean,11.25
11104,medium income,A,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9.62
11104,medium income,A,QUEENS,Mexican,7.86
11104,medium income,A,QUEENS,Peruvian,11.25
11104,medium income,A,QUEENS,Pizza,8.46
11104,medium income,A,QUEENS,Pizza/Italian,8.57
11104,medium income,A,QUEENS,Sandwiches,8.25
11104,medium income,A,QUEENS,Sandwiches/Salads/Mixed Buffet,7.0
11104,medium income,A,QUEENS,Spanish,10.62
11104,medium income,A,QUEENS,Thai,10.67
11104,medium income,A,QUEENS,Turkish,6.83
11104,medium income,B,QUEENS,American,22.5
11104,medium income,B,QUEENS,Bakery,17.0
11104,medium income,B,QUEENS,Chinese,18.0
11104,medium income,B,QUEENS,Donuts,17.0
11104,medium income,B,QUEENS,Japanese,17.0
11104,medium income,B,QUEENS,Korean,25.0
11104,medium income,B,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",22.67
11104,medium income,B,QUEENS,Peruvian,24.0
11104,medium income,B,QUEENS,Pizza,21.0
11104,medium income,B,QUEENS,Thai,25.5
11104,medium income,C,QUEENS,American,28.0
11104,medium income,C,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",49.0
11104,medium income,C,QUEENS,Turkish,47.0
11104,medium income,P,QUEENS,Sandwiches,7.0
11104,medium income,P,QUEENS,Sandwiches/Salads/Mixed Buffet,5.0
11104,medium income,P,QUEENS,Thai,2.0
11104,medium income,Z,QUEENS,Indian,3.0
11104,medium income,Z,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",23.0
11104,medium income,Z,QUEENS,Thai,26.0
11105,medium income,A,QUEENS,Afghan,12.67
11105,medium income,A,QUEENS,American,8.27
11105,medium income,A,QUEENS,Bagels/Pretzels,9.5
11105,medium income,A,QUEENS,Bakery,8.25
11105,medium income,A,QUEENS,Caf̩/Coffee/Tea,7.44
11105,medium income,A,QUEENS,Chinese,9.46
11105,medium income,A,QUEENS,Czech,10.75
11105,medium income,A,QUEENS,Delicatessen,8.43
11105,medium income,A,QUEENS,Greek,10.11
11105,medium income,A,QUEENS,Hamburgers,8.4
11105,medium income,A,QUEENS,"Ice Cream, Gelato, Yogurt, Ices",11.0
11105,medium income,A,QUEENS,Indian,8.0
11105,medium income,A,QUEENS,Irish,7.17
11105,medium income,A,QUEENS,Italian,7.31
11105,medium income,A,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11.75
11105,medium income,A,QUEENS,Mediterranean,7.0
11105,medium income,A,QUEENS,Mexican,7.6
11105,medium income,A,QUEENS,Middle Eastern,9.22
11105,medium income,A,QUEENS,Pizza,8.67
11105,medium income,A,QUEENS,Pizza/Italian,9.29
11105,medium income,A,QUEENS,Salads,8.33
11105,medium income,A,QUEENS,Sandwiches,7.0
11105,medium income,A,QUEENS,Southwestern,10.75
11105,medium income,A,QUEENS,Spanish,9.0
11105,medium income,A,QUEENS,Steak,12.5
11105,medium income,A,QUEENS,Thai,9.5
11105,medium income,A,QUEENS,Turkish,6.0
11105,medium income,B,QUEENS,Afghan,24.0
11105,medium income,B,QUEENS,American,21.0
11105,medium income,B,QUEENS,Chinese,16.0
11105,medium income,B,QUEENS,Greek,21.0
11105,medium income,B,QUEENS,Irish,15.0
11105,medium income,B,QUEENS,Italian,19.0
11105,medium income,B,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",19.0
11105,medium income,B,QUEENS,Mexican,25.0
11105,medium income,B,QUEENS,Middle Eastern,21.0
11105,medium income,B,QUEENS,Pizza,20.0
11105,medium income,B,QUEENS,Southwestern,14.0
11105,medium income,B,QUEENS,Thai,20.0
11105,medium income,B,QUEENS,Turkish,14.0
11105,medium income,C,QUEENS,Chinese,37.0
11105,medium income,C,QUEENS,Greek,29.0
11105,medium income,P,QUEENS,American,0.0
11105,medium income,P,QUEENS,Middle Eastern,3.0
11105,medium income,P,QUEENS,Pizza,2.0
11105,medium income,Z,QUEENS,American,31.0
11105,medium income,Z,QUEENS,Southwestern,27.0
11106,high income,A,QUEENS,American,9.82
11106,high income,A,QUEENS,Armenian,9.0
11106,high income,A,QUEENS,Bagels/Pretzels,10.17
11106,high income,A,QUEENS,Bakery,9.3
11106,high income,A,QUEENS,Barbecue,9.67
11106,high income,A,QUEENS,Brazilian,7.0
11106,high income,A,QUEENS,Caf̩/Coffee/Tea,6.5
11106,high income,A,QUEENS,Chicken,9.75
11106,high income,A,QUEENS,Chinese,9.2
11106,high income,A,QUEENS,Continental,8.75
11106,high income,A,QUEENS,Donuts,7.43
11106,high income,A,QUEENS,Greek,9.67
11106,high income,A,QUEENS,"Ice Cream, Gelato, Yogurt, Ices",11.0
11106,high income,A,QUEENS,Indian,8.2
11106,high income,A,QUEENS,Irish,10.29
11106,high income,A,QUEENS,Italian,8.76
11106,high income,A,QUEENS,Japanese,8.08
11106,high income,A,QUEENS,Korean,9.0
11106,high income,A,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5.0
11106,high income,A,QUEENS,Mediterranean,7.0
11106,high income,A,QUEENS,Mexican,8.0
11106,high income,A,QUEENS,Pizza,6.67
11106,high income,A,QUEENS,Pizza/Italian,9.75
11106,high income,A,QUEENS,Sandwiches,7.5
11106,high income,A,QUEENS,Spanish,10.25
11106,high income,A,QUEENS,Thai,9.77
11106,high income,B,QUEENS,American,21.67
11106,high income,B,QUEENS,Bakery,14.0
11106,high income,B,QUEENS,Chicken,17.0
11106,high income,B,QUEENS,Chinese,22.0
11106,high income,B,QUEENS,Continental,16.0
11106,high income,B,QUEENS,Greek,18.0
11106,high income,B,QUEENS,"Ice Cream, Gelato, Yogurt, Ices",27.0
11106,high income,B,QUEENS,Japanese,18.0
11106,high income,B,QUEENS,Pizza/Italian,24.0
11106,high income,B,QUEENS,Spanish,23.0
11106,high income,B,QUEENS,Thai,18.5
11106,high income,C,QUEENS,Bakery,35.0
11106,high income,C,QUEENS,Continental,36.0
11106,high income,C,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3.0
11106,high income,C,QUEENS,Spanish,40.0
11106,high income,P,QUEENS,Chinese,3.0
11106,high income,P,QUEENS,Greek,9.0
11106,high income,P,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5.0
11106,high income,P,QUEENS,Mexican,9.0
11106,medium income,A,QUEENS,Afghan,11.0
11106,medium income,A,QUEENS,American,8.76
11106,medium income,A,QUEENS,Bakery,10.6
11106,medium income,A,QUEENS,Brazilian,5.0
11106,medium income,A,QUEENS,Caf̩/Coffee/Tea,5.83
11106,medium income,A,QUEENS,Caribbean,11.75
11106,medium income,A,QUEENS,Chinese,10.12
11106,medium income,A,QUEENS,Delicatessen,8.9
11106,medium income,A,QUEENS,Donuts,6.17
11106,medium income,A,QUEENS,French,7.6
11106,medium income,A,QUEENS,Greek,10.25
11106,medium income,A,QUEENS,Hamburgers,8.64
11106,medium income,A,QUEENS,Indian,10.0
11106,medium income,A,QUEENS,Irish,8.4
11106,medium income,A,QUEENS,Italian,10.62
11106,medium income,A,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.28
11106,medium income,A,QUEENS,Mexican,9.45
11106,medium income,A,QUEENS,Pizza,8.15
11106,medium income,A,QUEENS,Pizza/Italian,7.83
11106,medium income,A,QUEENS,Sandwiches,8.0
11106,medium income,A,QUEENS,Thai,9.6
11106,medium income,B,QUEENS,American,18.67
11106,medium income,B,QUEENS,Bakery,17.0
11106,medium income,B,QUEENS,Caf̩/Coffee/Tea,15.0
11106,medium income,B,QUEENS,Chinese,18.0
11106,medium income,B,QUEENS,Japanese,19.0
11106,medium income,B,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",25.0
11106,medium income,B,QUEENS,Mexican,14.0
11106,medium income,B,QUEENS,Pizza,22.0
11106,medium income,B,QUEENS,Spanish,16.0
11106,medium income,B,QUEENS,Thai,25.0
11106,medium income,C,QUEENS,American,37.0
11106,medium income,C,QUEENS,Indian,34.0
11106,medium income,C,QUEENS,Japanese,40.0
11106,medium income,P,QUEENS,Chinese,3.0
11106,medium income,P,QUEENS,Thai,13.0
11201,low income,A,BROOKLYN,Caf̩/Coffee/Tea,9.0
11201,low income,A,BROOKLYN,French,7.5
11201,low income,A,BROOKLYN,Japanese,10.5
11201,medium income,A,BROOKLYN,American,8.66
11201,medium income,A,BROOKLYN,Bakery,7.33
11201,medium income,A,BROOKLYN,Caf̩/Coffee/Tea,7.42
11201,medium income,A,BROOKLYN,Continental,7.33
11201,medium income,A,BROOKLYN,English,9.67
11201,medium income,A,BROOKLYN,French,8.5
11201,medium income,A,BROOKLYN,Hamburgers,9.62
11201,medium income,A,BROOKLYN,Hotdogs,8.25
11201,medium income,A,BROOKLYN,Italian,10.38
11201,medium income,A,BROOKLYN,Japanese,11.44
11201,medium income,A,BROOKLYN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11.0
11201,medium income,A,BROOKLYN,Mediterranean,11.25
11201,medium income,A,BROOKLYN,Middle Eastern,10.12
11201,medium income,A,BROOKLYN,Pizza,8.86
11201,medium income,A,BROOKLYN,Sandwiches/Salads/Mixed Buffet,11.67
11201,medium income,A,BROOKLYN,Soul Food,9.0
11201,medium income,A,BROOKLYN,Spanish,11.0
11201,medium income,B,BROOKLYN,American,15.0
11201,medium income,B,BROOKLYN,Caf̩/Coffee/Tea,15.0
11201,medium income,B,BROOKLYN,English,14.0
11201,medium income,B,BROOKLYN,Hotdogs,24.0
11201,medium income,B,BROOKLYN,Italian,24.0
11201,medium income,B,BROOKLYN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",14.0
11201,medium income,B,BROOKLYN,Middle Eastern,21.0
11201,medium income,B,BROOKLYN,Soul Food,23.0
11201,medium income,C,BROOKLYN,Soul Food,35.5
11201,medium income,P,BROOKLYN,Japanese,7.0
11203,high income,A,BROOKLYN,Caribbean,9.33
11203,high income,B,BROOKLYN,Caribbean,18.0
11203,medium income,A,BROOKLYN,Caribbean,10.79
11203,medium income,A,BROOKLYN,Chicken,10.5
11203,medium income,A,BROOKLYN,Chinese,12.25
11203,medium income,A,BROOKLYN,Tex-Mex,11.2
11203,medium income,B,BROOKLYN,Caribbean,18.0
11203,medium income,B,BROOKLYN,Chinese,20.0
11203,medium income,B,BROOKLYN,Tex-Mex,19.0
11203,medium income,P,BROOKLYN,Chicken,2.0
11204,medium income,A,BROOKLYN,Bakery,11.25
11204,medium income,A,BROOKLYN,Caf̩/Coffee/Tea,10.18
11204,medium income,A,BROOKLYN,Chinese,4.86
11204,medium income,A,BROOKLYN,Pizza,9.14
11204,medium income,B,BROOKLYN,Bakery,24.0
11204,medium income,B,BROOKLYN,Caf̩/Coffee/Tea,17.0
11205,high income,A,BROOKLYN,American,9.0
11205,high income,A,BROOKLYN,Italian,9.67
11205,high income,A,BROOKLYN,Korean,11.0
11205,high income,A,BROOKLYN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8.75
11205,high income,A,BROOKLYN,Mexican,5.67
11205,high income,A,BROOKLYN,Spanish,9.5
11205,high income,B,BROOKLYN,American,22.0
11205,high income,B,BROOKLYN,Italian,27.0
11205,high income,B,BROOKLYN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",16.0
11205,high income,B,BROOKLYN,Mexican,21.0
11205,high income,P,BROOKLYN,Mexican,3.0
11205,low income,A,BROOKLYN,American,9.0
11205,low income,A,BROOKLYN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8.75
11205,low income,A,BROOKLYN,Mexican,5.67
11205,low income,A,BROOKLYN,Spanish,9.5
11205,low income,B,BROOKLYN,American,22.0
11205,low income,B,BROOKLYN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",16.0
11205,low income,B,BROOKLYN,Mexican,21.0
11205,low income,P,BROOKLYN,Mexican,3.0
11205,medium income,A,BROOKLYN,American,5.5
11205,medium income,A,BROOKLYN,Caf̩/Coffee/Tea,9.0
11205,medium income,A,BROOKLYN,French,7.0
11205,medium income,A,BROOKLYN,Italian,9.67
11205,medium income,A,BROOKLYN,Thai,12.0
11205,medium income,B,BROOKLYN,Caf̩/Coffee/Tea,15.0
11205,medium income,B,BROOKLYN,Italian,27.0
11205,medium income,P,BROOKLYN,Caf̩/Coffee/Tea,2.0
11205,medium income,Z,BROOKLYN,Caf̩/Coffee/Tea,26.0
11206,high income,A,BROOKLYN,American,9.14
11206,high income,A,BROOKLYN,Caf̩/Coffee/Tea,12.0
11206,high income,A,BROOKLYN,Chinese,8.44
11206,high income,A,BROOKLYN,Delicatessen,9.25
11206,high income,A,BROOKLYN,Hamburgers,6.5
11206,high income,A,BROOKLYN,Italian,10.75
11206,high income,A,BROOKLYN,Japanese,5.0
11206,high income,A,BROOKLYN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.33
11206,high income,A,BROOKLYN,Mexican,8.0
11206,high income,A,BROOKLYN,Pizza,10.12
11206,high income,A,BROOKLYN,Pizza/Italian,8.6
11206,high income,A,BROOKLYN,Spanish,9.25
11206,high income,B,BROOKLYN,American,14.0
11206,high income,B,BROOKLYN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",17.0
11206,high income,C,BROOKLYN,Chinese,40.0
11206,high income,C,BROOKLYN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",37.0
11206,high income,C,BROOKLYN,Mexican,41.0
11206,high income,C,BROOKLYN,Spanish,37.0
11206,high income,P,BROOKLYN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2.0
11206,high income,Z,BROOKLYN,Chicken,2.0
11206,high income,Z,BROOKLYN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21.0
11207,high income,A,BROOKLYN,American,9.89
11207,high income,A,BROOKLYN,Chinese,9.0
11207,high income,A,BROOKLYN,Indian,11.0
11207,high income,A,BROOKLYN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11.38
11207,high income,A,BROOKLYN,Mexican,10.0
11207,high income,A,BROOKLYN,Other,13.0
11207,high income,A,BROOKLYN,Pizza,11.67
11207,high income,A,BROOKLYN,Sandwiches,6.2
11207,high income,A,BROOKLYN,Spanish,10.0
11207,high income,B,BROOKLYN,American,15.0
11207,high income,B,BROOKLYN,Chinese,27.0
11207,high income,B,BROOKLYN,Indian,22.0
11207,high income,B,BROOKLYN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",18.5
11207,high income,B,BROOKLYN,Pizza,14.0
11207,high income,C,BROOKLYN,American,29.0
11207,high income,C,BROOKLYN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",28.0
11207,medium income,A,BROOKLYN,American,10.06
11207,medium income,A,BROOKLYN,Bakery,6.8
11207,medium income,A,BROOKLYN,Chinese,6.0
11207,medium income,A,BROOKLYN,Pizza,7.5
11207,medium income,A,BROOKLYN,Spanish,9.0
11207,medium income,B,BROOKLYN,Chinese,22.5
11207,medium income,B,BROOKLYN,Spanish,20.0
11208,medium income,A,BROOKLYN,Bakery,10.73
11208,medium income,A,BROOKLYN,Caribbean,10.17
11208,medium income,A,BROOKLYN,Chicken,10.75
11208,medium income,A,BROOKLYN,Chinese,8.8
11208,medium income,A,BROOKLYN,Donuts,6.33
11208,medium income,A,BROOKLYN,Hamburgers,6.0
11208,medium income,A,BROOKLYN,Indian,10.0
11208,medium income,A,BROOKLYN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9.95
11208,medium income,A,BROOKLYN,Mexican,10.5
11208,medium income,A,BROOKLYN,Pizza,10.59
11208,medium income,A,BROOKLYN,Spanish,8.24
11208,medium income,B,BROOKLYN,Bakery,15.0
11208,medium income,B,BROOKLYN,Caribbean,16.0
11208,medium income,B,BROOKLYN,Chicken,23.0
11208,medium income,B,BROOKLYN,Chinese,23.0
11208,medium income,B,BROOKLYN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21.0
11208,medium income,B,BROOKLYN,Mexican,14.0
11208,medium income,B,BROOKLYN,Pizza,24.0
11208,medium income,B,BROOKLYN,Spanish,21.0
11208,medium income,C,BROOKLYN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",31.5
11208,medium income,P,BROOKLYN,Bakery,0.0
11208,medium income,P,BROOKLYN,Chinese,3.0
11209,high income,A,BROOKLYN,American,9.1
11209,high income,A,BROOKLYN,Armenian,11.25
11209,high income,A,BROOKLYN,Bagels/Pretzels,8.0
11209,high income,A,BROOKLYN,Bakery,10.0
11209,high income,A,BROOKLYN,"Bottled beverages, including water, sodas, juices, etc.",5.75
11209,high income,A,BROOKLYN,Caf̩/Coffee/Tea,7.6
11209,high income,A,BROOKLYN,Chicken,9.0
11209,high income,A,BROOKLYN,Chinese,9.17
11209,high income,A,BROOKLYN,Czech,7.0
11209,high income,A,BROOKLYN,Delicatessen,10.4
11209,high income,A,BROOKLYN,Donuts,5.81
11209,high income,A,BROOKLYN,Egyptian,8.0
11209,high income,A,BROOKLYN,German,10.33
11209,high income,A,BROOKLYN,Greek,10.83
11209,high income,A,BROOKLYN,Hamburgers,10.0
11209,high income,A,BROOKLYN,"Ice Cream, Gelato, Yogurt, Ices",7.67
11209,high income,A,BROOKLYN,Indian,5.67
11209,high income,A,BROOKLYN,Irish,9.5
11209,high income,A,BROOKLYN,Italian,10.21
11209,high income,A,BROOKLYN,Japanese,10.62
11209,high income,A,BROOKLYN,Korean,10.75
11209,high income,A,BROOKLYN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.25
11209,high income,A,BROOKLYN,Mediterranean,10.4
11209,high income,A,BROOKLYN,Mexican,11.6
11209,high income,A,BROOKLYN,Middle Eastern,9.86
11209,high income,A,BROOKLYN,Other,10.0
11209,high income,A,BROOKLYN,Pizza,9.26
11209,high income,A,BROOKLYN,Pizza/Italian,9.89
11209,high income,A,BROOKLYN,Sandwiches,6.22
11209,high income,A,BROOKLYN,Spanish,12.0
11209,high income,A,BROOKLYN,Tex-Mex,10.8
11209,high income,A,BROOKLYN,Thai,6.33
11209,high income,A,BROOKLYN,Turkish,11.2
11209,high income,A,BROOKLYN,Vietnamese/Cambodian/Malaysia,11.0
11209,high income,B,BROOKLYN,American,18.88
11209,high income,B,BROOKLYN,Bagels/Pretzels,17.5
11209,high income,B,BROOKLYN,Bakery,18.0
11209,high income,B,BROOKLYN,Chinese,18.0
11209,high income,B,BROOKLYN,Greek,15.0
11209,high income,B,BROOKLYN,Hamburgers,17.0
11209,high income,B,BROOKLYN,Irish,16.0
11209,high income,B,BROOKLYN,Italian,19.0
11209,high income,B,BROOKLYN,Mexican,15.5
11209,high income,B,BROOKLYN,Middle Eastern,27.0
11209,high income,B,BROOKLYN,Pizza,18.0
11209,high income,B,BROOKLYN,Pizza/Italian,19.33
11209,high income,B,BROOKLYN,Sandwiches,21.0
11209,high income,B,BROOKLYN,Tex-Mex,15.0
11209,high income,B,BROOKLYN,Thai,19.0
11209,high income,C,BROOKLYN,American,36.0
11209,high income,C,BROOKLYN,Bakery,11.0
11209,high income,C,BROOKLYN,Chinese,5.0
11209,high income,C,BROOKLYN,Middle Eastern,32.0
11209,high income,P,BROOKLYN,Bakery,10.0
11209,high income,P,BROOKLYN,Korean,0.0
11209,high income,P,BROOKLYN,Middle Eastern,5.0
11209,high income,P,BROOKLYN,Pizza,2.0
11209,high income,Z,BROOKLYN,American,0.0
11209,high income,Z,BROOKLYN,Bagels/Pretzels,21.0
11209,high income,Z,BROOKLYN,Egyptian,3.0
11209,low income,A,BROOKLYN,American,9.05
11209,low income,A,BROOKLYN,Armenian,11.25
11209,low income,A,BROOKLYN,Bagels/Pretzels,9.0
11209,low income,A,BROOKLYN,Bakery,9.57
11209,low income,A,BROOKLYN,"Bottled beverages, including water, sodas, juices, etc.",5.75
11209,low income,A,BROOKLYN,Caf̩/Coffee/Tea,5.86
11209,low income,A,BROOKLYN,Chinese,9.06
11209,low income,A,BROOKLYN,Czech,7.0
11209,low income,A,BROOKLYN,Donuts,5.75
11209,low income,A,BROOKLYN,Greek,10.83
11209,low income,A,BROOKLYN,Hamburgers,9.33
11209,low income,A,BROOKLYN,"Ice Cream, Gelato, Yogurt, Ices",6.33
11209,low income,A,BROOKLYN,Indian,5.67
11209,low income,A,BROOKLYN,Irish,9.5
11209,low income,A,BROOKLYN,Italian,10.8
11209,low income,A,BROOKLYN,Japanese,11.33
11209,low income,A,BROOKLYN,Korean,10.75
11209,low income,A,BROOKLYN,Mediterranean,10.0
11209,low income,A,BROOKLYN,Mexican,11.6
11209,low income,A,BROOKLYN,Middle Eastern,10.13
11209,low income,A,BROOKLYN,Pizza,9.91
11209,low income,A,BROOKLYN,Pizza/Italian,9.75
11209,low income,A,BROOKLYN,Sandwiches,4.67
11209,low income,A,BROOKLYN,Spanish,12.0
11209,low income,A,BROOKLYN,Tex-Mex,12.5
11209,low income,A,BROOKLYN,Thai,6.33
11209,low income,B,BROOKLYN,American,17.67
11209,low income,B,BROOKLYN,Bagels/Pretzels,17.5
11209,low income,B,BROOKLYN,Bakery,18.0
11209,low income,B,BROOKLYN,Chinese,18.0
11209,low income,B,BROOKLYN,Greek,15.0
11209,low income,B,BROOKLYN,Hamburgers,17.0
11209,low income,B,BROOKLYN,Irish,16.0
11209,low income,B,BROOKLYN,Italian,19.0
11209,low income,B,BROOKLYN,Mexican,15.5
11209,low income,B,BROOKLYN,Middle Eastern,27.0
11209,low income,B,BROOKLYN,Pizza,18.0
11209,low income,B,BROOKLYN,Pizza/Italian,20.0
