INCOME LEVEL,DBA,STREET
high income,GFC CAFE 2,EAST   69 STREET
high income,AFGHAN KEBAB HOUSE,2 AVENUE
high income,TEXAS ROTISSERIE,1 AVENUE
high income,JG MELON RESTAURANT,3 AVENUE
high income,FLORA BAR,MADISON AVENUE
high income,2ND AVENUE DELI,1 AVENUE
high income,BEANOCCHIOS CAFE,YORK AVENUE
high income,CAFE BOULUD/BAR PLEIADES,EAST   76 STREET
high income,ORSAY,LEXINGTON AVENUE
high income,DUNKIN',2 AVENUE
high income,NINO'S RESTAURANT,1 AVENUE
high income,UP THAI,2 AVENUE
high income,STARBUCKS,2 AVENUE
high income,LADUREE PARIS,MADISON AVENUE
high income,FINNEGAN'S WAKE PUB,FIRST AVENUE
high income,4TH FLOOR CAFE,EAST   71 STREET
high income,KO SUSHI,2 AVENUE
high income,GOOD HEALTH CAFE,1 AVENUE
high income,BAGELS & CO,EAST   76 STREET
high income,ALEX CAFE & DELI,LEXINGTON AVENUE
high income,THE HUNTERIAN,EAST   70 STREET
high income,NEIL'S COFFEE SHOP,LEXINGTON AVENUE
high income,OSLO COFFEE ROASTERS,EAST   75 STREET
high income,TENNY & BETSY,EAST   76 STREET
high income,CAFE EVERGREEN,1 AVENUE
high income,FRANKIES CAFE,EAST   70 STREET
high income,COME PRIMA,MADISON AVENUE
high income,GARDEN COURT CAFE (ASIA SOCIETY),PARK AVENUE
high income,SETTE MEZZO,LEXINGTON AVENUE
high income,T-BAR STEAK & LOUNGE,3 AVENUE
high income,MEZZALUNA,THIRD AVENUE
high income,RALPH'S COFFEE,MADISON AVENUE
high income,BEANOCCHIOS,YORK AVENUE
high income,FINESTRA,YORK AVENUE
high income,OREN'S DAILY ROAST,LEXINGTON AVENUE
high income,UNION CLUB OF CITY OF NEW YORK,EAST   69 STREET
high income,DELIZIA  RISTORANTE,1 AVENUE
high income,DALLAS BBQ,3 AVENUE
high income,PERSEPOLIS,2 AVENUE
high income,GOOD HEALTH CAFE,1 AVENUE
high income,ALEX CAFE & DELI,LEXINGTON AVENUE
high income,NAMASTE,1 AVENUE
high income,PETALUMA,1 AVENUE
high income,THE SWEET SHOP NYC,EAST   73 STREET
high income,MILE 17,1 AVENUE
high income,DUNKIN',EAST   70 STREET
high income,BRASSERIE COGNAC EAST,LEXINGTON AVENUE
high income,JEAN CLAUDE FRENCH BISTRO,2 AVENUE
high income,FLORA BAR,MADISON AVENUE
high income,BOMBAY CHOWK,1 AVENUE
high income,KO SUSHI,2 AVENUE
high income,SUSHI GAMA,2 AVENUE
high income,UP THAI,2 AVENUE
high income,NUMERO 28,1 AVENUE
high income,JOE COFFEE,LEXINGTON AVENUE
high income,JOE & THE JUICE,3 AVENUE
high income,HAWA SMOOTHIES & BUBBLE TEA,1 AVENUE
high income,INES CAFE,EAST   74 STREET
high income,CANDLE CAFE,3 AVENUE
high income,RALPH'S COFFEE,MADISON AVENUE
high income,THE COFFEE INN,1 AVENUE
high income,CAFE LUKA,1 AVENUE
high income,BEACH CAFE,2 AVENUE
high income,BOTTEGA RESTAURANT,2 AVENUE
high income,SESSION 73,1 AVENUE
high income,VIA QUADRONNO,EAST   73 STREET
high income,MARIELLA PIZZA,LEXINGTON AVENUE
high income,MATSU SUSHI,EAST   70 STREET
high income,BAREBURGER,1 AVENUE
high income,BEANOCCHIOS CAFE,YORK AVENUE
high income,IL DIVO,2 AVENUE
high income,CARAVAGGIO,EAST   74 STREET
high income,B CAFE,EAST   75 STREET
high income,JUST SALAD,1 AVENUE
high income,COLUMBUS CITIZENS FOUNDATION,EAST   69 STREET
high income,LE REVEIL COFFEE SHOP,2 AVENUE
high income,LITTLE VINCENT'S PIZZA,2 AVENUE
high income,THEP,2 AVENUE
high income,SHANGHAI CHINESE RESTAURANT,2 AVENUE
high income,CREATIVE CAKES,EAST   74 STREET
high income,PRET A MANGER,YORK AVENUE
high income,JUICE PRESS @ EQUINOX,2 AVENUE
high income,BELLA BLU,LEXINGTON AVENUE
high income,A LA TURKA,2 AVENUE
high income,TANOSHI TEI,YORK AVENUE
high income,DELIZIA  RISTORANTE,1 AVENUE
high income,STARBUCKS,2 AVENUE
high income,CHIPOTLE MEXICAN GRILL,1ST AVENUE
high income,LATIN BITES,EAST   70 STREET
high income,TWO LIZARDS MEXICAN RESTAURANT,1 AVENUE
high income,LA CROSTA RESTAURANT,EAST   72 STREET
high income,DUNKIN',2 AVENUE
high income,FINESTRA,YORK AVENUE
high income,LA ESQUINA,2 AVENUE
high income,MEL'S BURGER,2 AVENUE
high income,GFC CAFE 2,EAST   69 STREET
high income,ELI ZABAR,MADISON AVENUE
high income,TEXAS ROTISSERIE,1 AVENUE
high income,NEIL'S COFFEE SHOP,LEXINGTON AVENUE
high income,RAWMANTIC CHOCOLATE,1 AVENUE
high income,Banquet Kitchen,MADISON AVENUE
high income,SILO CAFE,3 AVENUE
high income,SPICE SYMPHONY,EAST   50 STREET
high income,53RD STREET FINE DINING,LEXINGTON AVENUE
high income,JUAN VALDEZ CAFE,EAST   57 STREET
high income,MIKE'S BISTRO,EAST   54 STREET
high income,JEFFERIES CAFE (5th Floor),MADISON AVE
high income,CAFE OLYMPIA,LEXINGTON AVENUE
high income,SPIN,EAST   54 STREET
high income,IVY LANE,EAST   60 STREET
high income,HALE & HEARTY SOUP,LEXINGTON AVENUE
high income,CAFE LA CERRA,EAST   50 STREET
high income,LA CAVA,2 AVENUE
high income,JUICE GENERATION,LEXINGTON AVENUE
high income,THE LITTLE BEET,PARK AVENUE
high income,TRUMP BAR,5 AVENUE
high income,HARRY CIPRIANI,5 AVENUE
high income,LOTTE NEW YORK PALACE -POMME PALAIS,MADISON AVENUE
high income,LA VILLETTA,EAST   52 STREET
high income,BERKELEY,MADISON AVENUE
high income,LAND OF PLENTY,EAST   58 STREET
high income,THE GREATS OF CRAFT,1 AVENUE
high income,METROPOLITAN CLUB,EAST   60 STREET
high income,THE BLASKET,2 AVENUE
high income,RELIABLE FOOD,EAST   54 STREET
high income,THE CLUB,EAST   55 STREET
high income,PEKING DUCK HOUSE,EAST   53 STREET
high income,CHOP'T,EAST   56 STREET
high income,SU KHUM VIT 51,EAST   51 STREET
high income,BUTTERCUP BAKESHOP,2 AVENUE
high income,DELISSIMO DELI & CAFE,EAST   60 STREET
high income,Clean Market,EAST   54 STREET
high income,JOE & THE JUICE,PARK AVENUE
high income,FRESCO,EAST   52 STREET
high income,CRIMSON & RYE,EAST   54 STREET
high income,PHO SAIGON,1 AVENUE
high income,SAPPHIRES EAST,EAST   60 STREET
high income,DARTCOR FOOD SERVICES (BTIG),EAST   55 STREET
high income,CLUB BONAFIDE,EAST   52 STREET
high income,EMPELLON,MADISON AVENUE
high income,ADYAR ANANDA BHAVAN,1 AVENUE
high income,GOFISH SUSHI BOX,LEXINGTON AVENUE
high income,AMMA,EAST   51 STREET
high income,MULBERRY & VINE,LEXINGTON AVENUE
high income,DUNKIN',1 AVENUE
high income,AMERICAN CUT,EAST   56 STREET
high income,JICAMA,LEXINGTON AVENUE
high income,GREEN CAFE,EAST   58 STREET
high income,SWEETGREEN 55TH AND PARK,EAST   55 STREET
high income,BY CHLOE,LEXINGTON AVENUE
high income,DUNKIN',1 AVENUE
high income,TINA'S CUBAN CUISINE RESTAURANT,3 AVENUE
high income,SASABUNE EXPRESS NEW YORK,EAST   59 STREET
high income,ST REGIS NEW YORK - 20TH FLOOR ROOF BALLROOM,EAST   55 STREET
high income,THE HORNY RAM,2 AVENUE
high income,DEGREZIA,EAST   50 STREET
high income,LE REVE,EAST   54 STREET
high income,THE POLO BAR,EAST   55 STREET
high income,LE CAFE COFFEE,LEXINGTON AVENUE
high income,MARINARA  PIZZA,1 AVENUE
high income,MADISON RESTAURANT,1 AVENUE
high income,AMATA,EAST   56 STREET
high income,AQUAVIT,EAST   55 STREET
high income,THE RIVER CLUB,EAST   52 STREET
high income,CAFE FRESCO,EAST   60 STREET
high income,TOASTIES,3 AVENUE
high income,GRANO,5TH AVE
high income,THE MET GRILL/DOUBLE TREE HOTEL,LEXINGTON AVENUE
high income,EVOLVE,EAST   58 STREET
high income,MR. CHOW RESTAURANT,EAST   57 STREET
high income,ILMULINO,EAST   60 STREET
high income,FRESH & CO.,EAST   60 STREET
high income,HILLSTONE,EAST   53 STREET
high income,STARBUCKS,MADISON AVENUE
high income,LITTLE TONG NOODLE SHOP,EAST   53 STREET
high income,Sushi Ann,EAST   51 STREET
high income,THE POOL| THE GRILL,EAST   52 STREET
high income,MORNINGSTAR RESTAURANT,2 AVENUE
high income,GREGORYS COFFEE,MADISON AVENUE
high income,TRUMP CAFE & GRILL,5 AVENUE
high income,LA GOURMET,EAST   58 STREET
high income,BOBBY VAN'S STEAKHOUSE,EAST   54 STREET
high income,INSOMNIA COOKIES,EAST   53 STREET
high income,JUKAI,EAST   53 STREET
high income,TOWNHOUSE OF NY,EAST   58 STREET
high income,MACARON CAFE,EAST   59 STREET
high income,HEARTBEAT,LEXINGTON AVENUE
high income,PARNELL'S PUB,EAST   53 STREET
high income,KBBQ,LEXINGTON AVENUE
high income,GOURMET PARK,EAST   60 STREET
high income,PIG & WHISTLE ON 3RD,3 AVENUE
high income,CLINTON HALL,EAST   51 STREET
high income,THE CAFE MARC JACOBS,MADISON AVE
high income,DOS TOROS TAQUERIA,LEXINGTON AVENUE
high income,GYU-KAKU,3 AVENUE
high income,TACOVISION,EAST   53 STREET
high income,JUST SALAD,LEXINGTON AVENUE
high income,HOKEY POKE-CHICK SHOP,3 AVENUE
high income,SUSHI YOU,EAST   51 STREET
high income,COMPLETE BODY & SPA,EAST   57 STREET
high income,ITAVOLO,3 AVENUE
high income,THE SHADMOOR,2 AVENUE
high income,LA GRENOUILLE,EAST   52 STREET
high income,STARBUCKS,LEXINGTON AVENUE
high income,PARNELL'S PUB,EAST   53 STREET
high income,KUNG FU LITTLE STEAMED BUNS RAMEN,EAST   55 STREET
high income,RED OLIVE,LEXINGTON AVENUE
high income,LE PAIN QUOTIDIEN,2 AVENUE
high income,PATSY'S PIZZERIA RESTAURANT,EAST   60 STREET
high income,SOCARRAT EAST,2 AVENUE
high income,MIMIS RESTAURANT & BAR,SECOND AVENUE
high income,LITTLE ITALY PIZZA,3 AVENUE
high income,DANIELLO'S PIZZERIA & RESTAURANT,2 AVENUE
high income,THE BAR ROOM,EAST   60 STREET
high income,ASIAN 59,EAST   59 STREET
high income,CELLINI,EAST   54 STREET
high income,SHOCHU AND TAPAS AYA,EAST   50 STREET
high income,MEMORIA,2 AVENUE
high income,AREPPAS,3 AVENUE
high income,CLUB A STEAKHOUSE,EAST   58 STREET
high income,GREGORY'S COFFEE,MADISON AVENUE
high income,FOODBELLA,EAST   53 STREET
high income,SPA CASTLE PREMIER,EAST   57 STREET
high income,HUTONG,LEXINGTON AVENUE
high income,CASA LEVER,PARK AVENUE
high income,PITA GRILL,2 AVENUE
high income,BLAKE AND TODD,EAST   53 STREET
high income,STARBUCKS,LEXINGTON AVENUE
high income,MY PIE,LEXINGTON AVENUE
high income,ITAVOLO,3 AVENUE
high income,MURPHY'S PUB & RESTAURANT,2 AVENUE
high income,SHERWOOD TO GO,3 AVENUE
high income,SOFIA PIZZA SHOPPE,1 AVENUE
high income,DEMO KITCHEN,3 AVENUE
high income,TSUKUSHI RESTAURANT,EAST   50 STREET
high income,CAPPONE'S SALUMERIA,LEXINGTON AVENUE
high income,BLOOM'S TAVERN,EAST   58 STREET
high income,LE BATEAU IVRE,EAST   51 STREET
high income,SHUN LEE PALACE RESTAURANT,EAST   55 STREET
high income,LITTLE COLLINS,LEXINGTON AVENUE
high income,VALBELLA MIDTOWN,MADISON AVENUE
high income,NINTH STREET ESPRESSO,EAST   56 STREET
high income,NY JUMBO BAGELS,2 AVENUE
high income,JUICY CUBE,LEXINGTON AVENUE
high income,BOB'S STEAK & CHOP HOUSE,EAST   52 STREET
high income,PARIS BAGUETTE,LEXINGTON AVENUE
high income,RESTAURANT BY BUTLER/HILTON GARDEN INN,EAST   52 STREET
high income,STARBUCKS,MADISON AVENUE
high income,ROAST KITCHEN,EAST   56 STREET
high income,PROPER FOOD,MADISON AVENUE
high income,SUTTON CAFE RESTAURANT,FIRST AVENUE
high income,FRESCO ON THE GO,EAST   52 STREET
high income,DISHES,3 AVENUE
high income,BELMORA PIZZA & RESTAURANT,EAST   57 STREET
high income,NARE SUSHI,EAST   57 STREET
high income,TOASTIES,EAST   51 STREET
high income,CRAVE FISH BAR,2 AVENUE
high income,KATI SHOP,EAST   55 STREET
high income,REDEMPTION,2 AVENUE
high income,CASSIANO'S PIZZA,3 AVENUE
high income,212 STEAKHOUSE,EAST   53 STREET
high income,SUTTON BAR ROOM,1 AVENUE
high income,NEW YORK LUNCHEONETTE,EAST   50 STREET
high income,KIRKLAND & ELLIS CAFE,LEXINGTON AVENUE
high income,GO GO CURRY,EAST   53 STREET
high income,PA PA THAI CUISINE,1 AVENUE
high income,DEUX AMIS,EAST   51 STREET
high income,ANASSA TAVERNA,EAST   60 STREET
high income,ARMANI RISTORANTE,5 AVENUE
high income,DISHES,PARK AVENUE
high income,WOLFGANG'S STEAKHOUSE,EAST   54 STREET
high income,BROOKLYN PIZZA MASTERS,1 AVENUE
high income,STARBUCKS COFFEE,LEXINGTON AVENUE
high income,SCHNIPPERS,LEXINGTON AVENUE
high income,SUBWAY,LEXINGTON AVENUE
high income,CHOLA,EAST   58 STREET
high income,DEBEVOISE & PLIMPTON,3 AVENUE
high income,STARBUCKS,EAST  57 STREET
high income,THE MAXWELL,LEXINGTON AVENUE
high income,CITY CINEMAS 123,3 AVENUE
high income,FRESH & CO,LEXINGTON AVENUE
high income,OXFORD CAFE,EAST   59 STREET
high income,DAN JONES COFFEE BAR,3 AVENUE
high income,MEE'S NOODLE,2 AVENUE
high income,SHIMA SUSHI,EAST   51 STREET
high income,MOONSTRUCK EATERY,EAST   58 STREET
high income,GROUND CENTRAL COFFEE COMPANY,EAST   52 STREET
high income,RADIANCE,EAST   50 STREET
high income,SMILER'S DELI,MADISON AVENUE
high income,THE NATIONAL,EAST   50 STREET
high income,DRAUGHT 55 BAR & KITCHEN,EAST   55 STREET
high income,DOMINO'S,1 AVENUE
high income,JUST SALAD,PARK AVENUE
high income,TOASTIES,3 AVENUE
high income,PHO SAIGON,1 AVENUE
high income,STARBUCKS,EAST   53 STREET
high income,DUNKIN',3 AVENUE
high income,THE RIVER CLUB,EAST   52 STREET
high income,TOWNHOUSE OF NY,EAST   58 STREET
high income,LE PAIN QUOTIDIEN,EAST   53 STREET
high income,DUNKIN',LEXINGTON AVENUE
high income,BLOCKHEAD'S MEXICAN DINER,2 AVENUE
high income,PATHOS,1 AVENUE
high income,BLANK SLATE,2 AVENUE
high income,LITTLE TONG NOODLE SHOP,EAST   53 STREET
high income,HIDE CHAN RAMEN,EAST   52 STREET
high income,LA GIOCONDA,EAST   53 STREET
high income,STUDIO 59,3 AVENUE
high income,FOUR SEASONS HOTEL,EAST   57 STREET
high income,BLOOMBERG 731 LEX,LEXINGTON AVENUE
high income,LA GOURMET,EAST   58 STREET
high income,EMPIRE STEAK HOUSE,EAST   50 STREET
high income,KBBQ,LEXINGTON AVENUE
high income,GUASTAVINO'S,EAST   59 STREET
high income,SAN PIETRO,EAST   54 STREET
high income,SIP SAK,2 AVENUE
high income,CAFE DUKE,PARK AVENUE
high income,ROSA MEXICANO,FIRST AVENUE
high income,535 MADISON CAFE,MADISON AVENUE
high income,CRUNCH PIT STOP,2 AVENUE
high income,A PLUS THAI PLACE,2 AVENUE
high income,BUTTERCUP BAKESHOP,2 AVENUE
high income,FOUR SEASONS HOTEL NEW YORK,EAST   57 STREET
high income,THE CAFE MARC JACOBS,MADISON AVE
high income,PRET A MANGER,PARK AVENUE
high income,DANIELLO'S PIZZERIA & RESTAURANT,2 AVENUE
high income,STARBUCKS # 24485,3 AVENUE
high income,LOTTE NEW YORK PALACE-VILLARD,MADISON AVENUE
high income,MUJI COFFEE,EAST   59 STREET
high income,VIVA EVENTS AND CATERING,EAST   58 STREET
high income,SOUVLAKI GR KOUZINA,EAST   53 STREET
high income,DELISSIMO DELI & CAFE,EAST   60 STREET
high income,ANKA GRILL,LEXINGTON AVENUE
high income,BROOKLYN DIAMOND COFFEE,EAST   54 STREET
high income,CLINTON HALL,EAST   51 STREET
high income,LE VEAU DOR,EAST   60 STREET
high income,LA CAVA,2 AVENUE
high income,POTBELLY SANDWICH WORKS,EAST   52 STREET
high income,SWEETCATCH POKE,LEXINGTON AVENUE
high income,TOASTIES,3 AVENUE
high income,THE CORE CLUB,EAST   55 STREET
high income,ARCHDIOCESES OF NY,1 AVENUE
high income,TABLE 866 @ COURTYARD MARRIOTT,3 AVENUE
high income,L'AVENUE AT SAKS,5 AVENUE
high income,NIALL'S ON 52ND,EAST   52 STREET
high income,COLGATE PALMOLIVE,PARK AVENUE
high income,SOFIA WINE BAR,EAST   50 STREET
high income,NAYA,MADISON AVENUE
high income,HOKEY POKE-CHICK SHOP,3 AVENUE
high income,DOS TOROS TAQUERIA,LEXINGTON AVENUE
high income,DA RAFFAELE,1 AVENUE
high income,CHIPOTLE MEXICAN GRILL,EAST   52 STREET
high income,COPINETTE,1 AVENUE
high income,GOURMET 53,3 AVENUE
high income,TAO RESTAURANT,EAST   58 STREET
high income,TIFFANY & COMPANY,5 AVENUE
high income,KIRKLAND & ELLIS CONFERENCE ROOMS,LEXINGTON AVENUE
high income,CORNERSTONE TAVERN/THE STAG'S HEAD,2 AVENUE
high income,CHOP'T,EAST   52 STREET
high income,FORTY CARROTS,3 AVENUE
high income,LOTTE NEW YORK PALACE-TROUBLE'S TRUST,MADISON AVENUE
high income,LITTLE ROMA PIZZA,2 AVENUE
high income,LA GOURMET,EAST   58 STREET
high income,THE MILL,EAST   52 STREET
high income,DEUX AMIS,EAST   51 STREET
high income,SASABUNE EXPRESS NEW YORK,EAST   59 STREET
high income,JUST SALAD,LEXINGTON AVENUE
high income,SUZU SUSHI,1 AVENUE
high income,LENWICH,2 AVENUE
high income,DARBAR GRILL,EAST   55 STREET
high income,MUTUAL OF AMERICA,PARK AVENUE
high income,OSTERIA SERAFINA,EAST   58 STREET
high income,D NAPOLI PIZZA,3 AVENUE
high income,THE SHADMOOR,2 AVENUE
high income,CRYSTAL,EAST   52 STREET
high income,PARNELL'S PUB,EAST   53 STREET
high income,NARE SUSHI,EAST   57 STREET
high income,NAYA MEZZE & GRILL,2 AVENUE
high income,SOMM TIME A WINE BAR,2 AVENUE
high income,ESS-A-BAGEL,THIRD AVENUE
high income,MAGNOLIA BAKERY,3 AVENUE
high income,SUSHI JUN,3 AVENUE
high income,PESCATORE,2 AVENUE
high income,MALONEY & PORCELLI,EAST   50 STREET
high income,HACHIBEI,EAST   53 STREET
high income,BUTTERCUP BAKESHOP,2 AVENUE
high income,TOTTO RAMEN,EAST   52 STREET
high income,MIDTOWN RESTAURANT,EAST   55 STREET
high income,ANTICO NOE PANINI LAB,EAST   53 STREET
high income,LA PECORA BIANCA,2 AVENUE
high income,CELLO WINE BAR,EAST   53 STREET
high income,MARINARA  PIZZA,1 AVENUE
high income,THE JEFFREY,EAST   60 STREET
high income,KBBQ,LEXINGTON AVENUE
high income,PATHOS,1 AVENUE
high income,DILL AND PARSLEY,3 AVENUE
high income,EMPIRE STEAK HOUSE,EAST   50 STREET
high income,IRVING FARM COFFEE ROASTERS,EAST   50 STREET
high income,BON VIVANT,EAST   58 STREET
high income,SAN PIETRO,EAST   54 STREET
high income,TY BAR/FOUR SEASONS HOTEL,EAST   57 STREET
high income,MAISON KAYSER,LEXINGTON AVENUE
high income,YAKINIKU GEN,EAST   52 STREET
high income,BISTRO VENDOME,EAST   58 STREET
high income,DIG INN SEASONAL MARKET,EAST   52 STREET
high income,Aloha Sushi,EAST   53 STREET
high income,CASSIANO'S PIZZA,3 AVENUE
high income,BOB'S STEAK & CHOP HOUSE,EAST   52 STREET
high income,SOFIA PIZZA SHOPPE,1 AVENUE
high income,GRAND SICHUAN EASTERN,2 AVENUE
high income,Banquet Kitchen,MADISON AVENUE
high income,MACARON CAFE,EAST   59 STREET
high income,LAND OF PLENTY,EAST   58 STREET
high income,GREEN CAFE,EAST   58 STREET
high income,GU,EAST   52 STREET
high income,LUCKY CAT,EAST   53 STREET
high income,JUICE GENERATION,LEXINGTON AVENUE
high income,P.J. CLARKE'S,3 AVENUE
high income,OBAO,EAST   53 STREET
high income,BLUE BOTTLE COFFEE,EAST   53 STREET
high income,ROAST KITCHEN,EAST   56 STREET
high income,GYU-KAKU,3 AVENUE
high income,COMPLETE BODY & SPA,EAST   57 STREET
high income,PAPILLON BISTRO & BAR,EAST   54 STREET
high income,BERKELEY,MADISON AVENUE
high income,ILMULINO,EAST   60 STREET
high income,SCHNIPPERS,LEXINGTON AVENUE
high income,DISHES,3 AVENUE
high income,MY PIE,LEXINGTON AVENUE
high income,ECLAIR BAKERY,EAST   53 STREET
high income,CANALETTO RISTORANTE,EAST   60 STREET
high income,ANGELO BELLINI,EAST   53 STREET
high income,SAN PIETRO,EAST   54 STREET
high income,FUSHA FUSION,1 AVENUE
high income,HALE & HEARTY SOUP,LEXINGTON AVENUE
high income,PALACE RESTAURANT,EAST   57 STREET
high income,GO GO CURRY,EAST   53 STREET
high income,TOASTIES,EAST   51 STREET
high income,SUBWAY,LEXINGTON AVENUE
high income,CAFE FRESCO,EAST   60 STREET
high income,METROPOLITAN CLUB,EAST   60 STREET
high income,PARIS BAGUETTE,LEXINGTON AVENUE
high income,BEARD PAPA'S MIDTOWN,EAST   53 STREET
high income,THE BROOK,EAST   54 STREET
high income,LIPS RESTAURANT,EAST   56 STREET
high income,HARRY CIPRIANI,5 AVENUE
high income,MIKE'S BISTRO,EAST   54 STREET
high income,DELISSIMO DELI & CAFE,EAST   60 STREET
high income,STARBUCKS COFFEE COMPANY,1 AVENUE
high income,CRAVE FISH BAR,2 AVENUE
high income,OBICA MOZZARELLA BAR,MADISON AVENUE
high income,PINK MOOSE,1 AVENUE
high income,STARBUCKS COFFEE COMPANY,1 AVENUE
high income,DANIELLO'S PIZZERIA & RESTAURANT,2 AVENUE
high income,RESTUARANT NIPPON,EAST   52 STREET
high income,GREGORYS COFFEE,MADISON AVENUE
high income,MADISON RESTAURANT,1 AVENUE
high income,INSOMNIA COOKIES,EAST   53 STREET
high income,ETHOS GALLERY,1 AVENUE
high income,AMMA,EAST   51 STREET
high income,TRUMP BAR,5 AVENUE
high income,CAFE OLYMPIA,LEXINGTON AVENUE
high income,AMAZE,EAST   58 STREET
high income,STARBUCKS,MADISON AVENUE
high income,PHO SAIGON,1 AVENUE
high income,SU KHUM VIT 51,EAST   51 STREET
high income,LE CAFE COFFEE,LEXINGTON AVENUE
high income,AVRA MADISON ESTIATORIO,EAST   60 STREET
high income,THE CLUB,EAST   55 STREET
high income,PEKING DUCK HOUSE,EAST   53 STREET
high income,THE MAXWELL,LEXINGTON AVENUE
high income,PIG & WHISTLE ON 3RD,3 AVENUE
high income,DUNKIN',3 AVENUE
high income,ESSEN,MADISON AVENUE
high income,GUASTAVINO'S,EAST   59 STREET
high income,Chateau 49,2 AVENUE
high income,TRUMP CAFE & GRILL,5 AVENUE
high income,MAISONNETTE KITCHEN & EMPLOYEE CAFETERIA,EAST   55 STREET
high income,THE HORNY RAM,2 AVENUE
high income,ISADORA'S CAFE,EAST   52 STREET
high income,LAVO NEW YORK,EAST   58 STREET
high income,HILLSTONE,EAST   53 STREET
high income,FRESCO,EAST   52 STREET
high income,AQUAVIT,EAST   55 STREET
high income,LUCKY CAT,EAST   53 STREET
high income,PEKING DUCK HOUSE,EAST   53 STREET
high income,KARIZMA LOUNGE,EAST   51 STREET
high income,L.A. GOURMET,EAST   58 STREET
high income,PANAME RESTAURANT,2 AVENUE
high income,ANKA GRILL,LEXINGTON AVENUE
high income,DAI HACHI SUSHI & BAR,2 AVENUE
high income,56TH & PARK F&B MANAGEMENT LLC,PARK AVENUE
high income,GO NOODLE,1 AVENUE
high income,BLUESTONE LANE COFFEE,THIRD AVENUE
high income,POD CAFE,EAST   51 STREET
high income,ECLAIR BAKERY,EAST   53 STREET
high income,NERAI,EAST   54 STREET
high income,HUDSON MALONE,EAST   53 STREET
high income,ALL ABOUT FOOD,EAST   58 STREET
high income,LIN'S GOURMET,2 AVENUE
high income,AL HORNO LEAN MEXICAN,2 AVENUE
high income,FRESH & CO.,EAST   60 STREET
high income,GRANO,5TH AVE
high income,THREE CORNERS CAFE,LEXINGTON AVENUE
high income,Clean Market,EAST   54 STREET
high income,TINA'S CUBAN CUISINE RESTAURANT,3 AVENUE
high income,MORNINGSTAR RESTAURANT,2 AVENUE
high income,KING JADE GARDEN,EAST   55 STREET
high income,BLAKE AND TODD,EAST   53 STREET
high income,THE FITZ,LEXINGTON AVENUE
high income,THE LOBSTER CLUB,EAST   52 STREET
high income,AMAZE,EAST   58 STREET
high income,HEARTBEAT,LEXINGTON AVENUE
high income,LE BILBOQUET,EAST   60 STREET
high income,A LA MODE SHOPPE,EAST   55 STREET
high income,PINKBERRY,2 AVENUE
high income,BOBBY VAN'S STEAKHOUSE,EAST   54 STREET
high income,TOTTO RAMEN,EAST   52 STREET
high income,UPSTAIRS LOUNGE THE KIMBERLY HOTEL/ BISTANGO,EAST   50 STREET
high income,LE REVE,EAST   54 STREET
high income,MEE'S NOODLE,2 AVENUE
high income,SCHNIPPERS,LEXINGTON AVENUE
high income,OBAO,EAST   53 STREET
high income,STARBUCKS,2 AVENUE
high income,THE MAXWELL,LEXINGTON AVENUE
high income,KMR,MADISON AVE FL 1ST
high income,CAVIAR RUSSE,MADISON AVENUE
high income,SILO CAFE,3 AVENUE
high income,THE HORNY RAM,2 AVENUE
high income,JAMESON'S BAR AND RESTAURANT,2 AVENUE
high income,PEKING DUCK HOUSE,EAST   53 STREET
