DBA,STREET,INCOME_LEVEL,BOROUGH,ZIPCODE,CUISINE_DESCRIPTION,SCORE,GRADE
101 DELI,ROCKAWAY BEACH BOULEVARD,medium income,Queens,11694,Sandwiches,12,A
SMITH & WOLLENSKY,EAST   49 STREET,high income,Manhattan,10017,American,13,A
THAI POT,QUEENS BLVD,medium income,Queens,11375,Thai,9,A
CHICANITO,EAST  153 STREET,low income,Bronx,10455,Mexican,13,A
TRIBECA'S KITCHEN,CHURCH STREET,high income,Manhattan,10013,American,13,A
TOURNESOL,VERNON BOULEVARD,medium income,Queens,11101,French,7,A
OITA SUSHI,2 AVENUE,high income,Manhattan,10021,Japanese,2,A
KENNEDY FRIED CHICKEN & PIZZA,PROSPECT AVENUE,low income,Bronx,10459,Chicken,7,A
BOX KITE COFFEE,WEST   72 STREET,high income,Manhattan,10023,Coffee/Tea,3,A
TRE SORELLE,READE STREET,high income,Manhattan,10007,Italian,18,B
DAILY BAGEL,1 AVENUE,high income,Manhattan,10065,American,33,N
MANDUCATIS,JACKSON AVENUE,medium income,Queens,11101,Italian,12,A
BUDS AND BEANS CAFE,VANDERBILT AVENUE,medium income,Brooklyn,11238,Coffee/Tea,5,A
ATOMIC WINGS,1 AVENUE,medium income,Manhattan,10009,Chicken,12,A
MIGHTY BOWL,LEXINGTON AVENUE,high income,Manhattan,10075,Asian/Asian Fusion,12,A
ANAND RESTAURANT,EAST   78 STREET,high income,Manhattan,10075,Indian,7,A
SUSHI AKIO,YELLOWSTONE BOULEVARD,medium income,Queens,11375,Japanese,11,A
PEKING DUCK HOUSE,EAST   53 STREET,high income,Manhattan,10022,Chinese,12,A
EMPELLON AL PASTOR,SAINT MARKS PLACE,medium income,Manhattan,10009,Tex-Mex,3,A
CHIPOTLE MEXICAN GRILL,BROADWAY,high income,Manhattan,10003,Tex-Mex,2,A
MEZCLA DE SABORES RESTAURANT,OGDEN AVENUE,low income,Bronx,10452,Spanish,22,B
DUNKIN',BROADWAY,high income,Manhattan,10019,Coffee/Tea,8,A
E.J LUNCHEONETTE,THIRD AVENUE,high income,Manhattan,10021,American,12,A
BIEROCRACY,JACKSON AVE,medium income,Queens,11101,American,9,A
SISTINA,EAST   81 STREET,high income,Manhattan,10028,Italian,9,A
LOTTE NEW YORK PALACE -POMME PALAIS,MADISON AVENUE,high income,Manhattan,10022,French,7,A
THE ORIGINAL VINCENT'S ESTABLISH 1904,MOTT STREET,high income,Manhattan,10013,Italian,10,A
FLEMING BY LE BILBOQUET,EAST   62 STREET,high income,Manhattan,10065,American,10,A
BABY JANE,FULTON STREET,medium income,Brooklyn,11238,American,5,A
JUST SALAD,PARK AVENUE,high income,Manhattan,10022,Salads,4,A
RECOVERY ROOM,BOOTH MEMORIAL AVENUE,low income,Queens,11355,American,10,A
GINBO'S HAMBURGER HOUSE,EAST  170 STREET,low income,Bronx,10452,Hamburgers,56,C
RANDALL RESTAURANT,RANDALL AVENUE,low income,Bronx,10474,Spanish,9,A
TRATTORIA IL GUSTO,COLUMBUS AVENUE,high income,Manhattan,10024,Italian,11,A
SWEETGREEN,1 AVENUE,high income,Manhattan,10021,Salads,12,A
MIDO,AMSTERDAM AVENUE,high income,Manhattan,10024,Japanese,9,P
JOE COFFEE COMPANY,GREENWICH STREET,high income,Manhattan,10007,Coffee/Tea,8,A
LIN'S GOURMET,2 AVENUE,high income,Manhattan,10022,Chinese,13,A
BEATSTRO,ALEXANDER AVENUE,low income,Bronx,10454,American,8,A
ROGERS,BEACH  116 STREET,medium income,Queens,11694,American,7,A
NOMO SOHO,CROSBY STREET,high income,Manhattan,10013,Mediterranean,14,B
LOK HIN,BROOK AVENUE,low income,Bronx,10454,Chinese,7,A
ALPHABET 99 CENTS FRESH PIZZA,AVENUE A,medium income,Manhattan,10009,Pizza,9,A
POULETTE,EAST   49 STREET,high income,Manhattan,10017,French,13,A
CAMPAGNA QUATTRO GATTI,EAST   81 STREET,high income,Manhattan,10028,Italian,11,A
ASIAN TASTE,EAST    3 STREET,medium income,Manhattan,10009,Asian/Asian Fusion,10,A
UPTOWN POKE,AMSTERDAM AVENUE,high income,Manhattan,10024,Japanese,4,A
KENNEDY FRIED CHICKEN & PIZZERIA,LONGWOOD AVENUE,low income,Bronx,10459,Chicken,11,A
NO. 1 KITCHEN,PROSPECT AVENUE,low income,Bronx,10459,Chinese,11,A
EAST BUFFET & RESTAURANT,MAIN STREET,low income,Queens,11355,Chinese,12,Z
XING SHUN DA RESTAURANT,KISSENA BLVD,low income,Queens,11355,Chinese,9,A
FINN'S CORNER,WASHINGTON AVENUE,medium income,Brooklyn,11238,American,9,A
CASSANDRA'S BAKERY,EAST  167 STREET,low income,Bronx,10456,Bakery Products/Desserts,0,A
AMAZE,EAST   58 STREET,high income,Manhattan,10022,Asian/Asian Fusion,2,P
DUTCH KILLS,JACKSON AVENUE,medium income,Queens,11101,American,19,B
JUICE ISLAND,3 AVENUE,high income,Manhattan,10065,"Juice, Smoothies, Fruit Salads",7,A
JS PERRY'S DINER,3 AVENUE,low income,Bronx,10455,American,13,A
BUKA,FULTON STREET,medium income,Brooklyn,11238,African,40,C
THREE EIGHTY ATE,GREENWICH STREET,high income,Manhattan,10013,American,12,A
PARMA RESTAURANT,3 AVENUE,high income,Manhattan,10075,Italian,11,A
SNACK BOSS,RODMANS NCK,medium income,Bronx,10464,American,13,A
JACKSON HOLE,EAST   64 STREET,high income,Manhattan,10065,Hamburgers,2,A
ROSA MEXICANO,COLUMBUS AVENUE,high income,Manhattan,10023,Mexican,13,A
HOT BIALYS & BAGELS,QUEENS BOULEVARD,medium income,Queens,11375,Bagels/Pretzels,13,A
BOTEQUIM 39 WINE AND BEER,39TH AVE,medium income,Queens,11101,Tapas,9,A
FINANCIER PATISSERIE,VANDERBILT AVENUE,high income,Manhattan,10017,Coffee/Tea,2,A
XO TASTE,ELIZABETH STREET,high income,Manhattan,10013,Chinese,24,B
O'NIEALS,GRAND STREET,high income,Manhattan,10013,American,7,A
GAZALA'S,AMSTERDAM AVENUE,high income,Manhattan,10024,Mediterranean,13,A
DIWAN GRILL,FRANKLIN AVENUE,medium income,Brooklyn,11238,Indian,12,A
SUBWAY,BOSTON ROAD,low income,Bronx,10460,Sandwiches,10,A
KNICKERBOCKER CLUB,EAST   62 STREET,high income,Manhattan,10065,American,13,A
PIACERE,BROOME STREET,high income,Manhattan,10013,Italian,12,A
DE LA GINA RESTAURANT,WEST  169 STREET,low income,Bronx,10452,Latin American,12,A
ONE EAST OCEAN PALACE,QUEENS BLVD,medium income,Queens,11375,Chinese,13,A
RANDOLPH BEER,BROOME STREET,high income,Manhattan,10013,American,13,A
SPICE,VERNON BOULEVARD,medium income,Queens,11101,Thai,11,A
LULO RESTAURANT BRONX,GRAND CONCOURSE,low income,Bronx,10457,Spanish,7,A
BAREBURGER,AUSTIN STREET,medium income,Queens,11375,American,12,A
NEW YORK JR. LEAGUE,EAST   80 STREET,high income,Manhattan,10075,Coffee/Tea,12,A
US KENNEDY FRIED CHICKEN & PIZZA,UNIVERSITY AVENUE,low income,Bronx,10453,Chicken,9,A
MCDONALD'S,BROADWAY,high income,Manhattan,10036,Hamburgers,10,A
KAN WAH CHINESE RESTAURANT,MAIN ST,low income,Queens,11355,Chinese,11,A
BELLE HARBOR YACHT CLUB,BEACH  126 STREET,medium income,Queens,11694,American,12,A
THE HUMMUS & PITA CO.,CHAMBERS STREET,high income,Manhattan,10007,Mediterranean,9,A
ALACHI MASALA INDIAN RESTAURANT,AMSTERDAM AVENUE,high income,Manhattan,10024,Indian,10,A
KRYSTAL BAR & LOUNGE,UNIVERSITY AVENUE,low income,Bronx,10452,Latin American,11,A
ALTESI RISTORANTE,EAST   64 STREET,high income,Manhattan,10065,Italian,7,A
MOCA ASIAN BISTRO,70 ROAD,medium income,Queens,11375,Asian/Asian Fusion,30,C
H&H MIDTOWN BAGELS EAST,COLUMBUS AVENUE,high income,Manhattan,10024,Bagels/Pretzels,2,A
DOMO TACO,FRANKLIN AVENUE,medium income,Brooklyn,11238,Tex-Mex,11,A
BONDURANTS,EAST   85 STREET,high income,Manhattan,10028,American,24,B
WOLFGANG'S STEAKHOUSE,EAST   54 STREET,high income,Manhattan,10022,Steakhouse,12,A
TERIYAKI 365,NORTHERN BOULEVARD,medium income,Queens,11101,Chinese/Japanese,35,C
CHECKERS,QUEENS PLAZA SOUTH,medium income,Queens,11101,Hamburgers,12,A
PRET A MANGER,PARK AVENUE,high income,Manhattan,10022,Soups/Salads/Sandwiches,2,A
EL NUEVO VALLE #2 RESTAURANT LECHONERA,EAST  180 STREET,low income,Bronx,10460,Latin American,11,A
CUCUMBER SUSHI & SALAD BAR,AMBOY ROAD,medium income,Staten Island,10309,Japanese,9,A
JIN RAMEN UWS,AMSTERDAM AVENUE,high income,Manhattan,10024,Japanese,11,A
THE SMITH,2 AVENUE,high income,Manhattan,10022,American,7,A
JOE AND THE JUICE,3 AVENUE,high income,Manhattan,10017,"Juice, Smoothies, Fruit Salads",39,C
KATI SHOP,EAST   55 STREET,high income,Manhattan,10022,Thai,12,A
BLOOM'S TAVERN,EAST   58 STREET,high income,Manhattan,10022,American,13,A
TENARES RESTAURANT,EAST  141 STREET,low income,Bronx,10454,Spanish,4,A
MILLY'S CORNER RESTAURANT AND BAR,LONGWOOD AVENUE,low income,Bronx,10474,Latin American,10,A
THE SUMMIT,AVENUE C,medium income,Manhattan,10009,American,13,A
LANDMARK COFFEE SHOP,GRAND STREET,high income,Manhattan,10013,American,12,A
CHECKERS,SOUTHERN BOULEVARD,low income,Bronx,10459,Hamburgers,0,A
RADIO AMSTERDAM,AMSTERDAM AVENUE,high income,Manhattan,10024,American,9,A
ALTESI RISTORANTE,EAST   64 STREET,high income,Manhattan,10065,Italian,8,A
LOJA'S PIZZA,EAST  167 STREET,low income,Bronx,10456,Pizza,11,A
JOE COFFEE COMPANY,AMSTERDAM AVENUE,high income,Manhattan,10023,Coffee/Tea,3,A
BROOK AVENUE DELI & PIZZA,BROOK AVENUE,low income,Bronx,10454,Pizza,2,A
TRI TIP GRILL,EAST   42 STREET,high income,Manhattan,10017,American,22,B
NEW LUCKY STAR,SOUTHERN BOULEVARD,low income,Bronx,10459,Chinese,2,A
MINAMOTO KITCHOAN,MADISON AVENUE,high income,Manhattan,10022,Japanese,12,A
EL NUEVO VALLE III,EAST  167 STREET,low income,Bronx,10456,Latin American,41,Z
STARBUCKS,LAFAYETTE STREET,high income,Manhattan,10013,Coffee/Tea,3,A
TASTI D LITE,E 86TH ST,high income,Manhattan,10028,Frozen Desserts,10,A
THE STATION CRAFT CUISINE,QUEENS PLZ N,medium income,Queens,11101,American,9,A
THE MILL,VARICK STREET,high income,Manhattan,10013,Soups/Salads/Sandwiches,2,A
SHOGUN,QUEENS BLVD,medium income,Queens,11375,Japanese,24,B
MACCHIATO ESPRESSO BAR,FIFTH AVENUE,high income,Manhattan,10017,Coffee/Tea,11,A
UDOM THAI,WASHINGTON AVENUE,medium income,Brooklyn,11238,Thai,13,A
BUKHARA GRILL,EAST   49 STREET,high income,Manhattan,10017,Indian,24,B
BLUE BOTTLE COFFEE,AMSTERDAM AVENUE,high income,Manhattan,10023,Coffee/Tea,5,A
EL PATRON NIGHTCLUB CABARET-RESTAURANT,JEROME AVENUE,low income,Bronx,10452,American,12,A
FOREST HILL STATION HOUSE,CONTINENTAL AVENUE,medium income,Queens,11375,American,5,A
KING'S CHEF,CROSS ISLAND PARKWAY,medium income,Queens,11357,Chinese,13,A
JUMBO KITCHEN,SOUTHERN BOULEVARD,low income,Bronx,10460,Chinese,11,A
DUNKIN DONUTS,2 AVENUE,high income,Manhattan,10017,Donuts,2,A
P. J. LEAHY'S BAR & GRILL,VERNON BOULEVARD,medium income,Queens,11101,American,13,A
TACO TODAY,1 AVENUE,high income,Manhattan,10028,Tex-Mex,8,A
SHUN LEE,WEST   65 STREET,high income,Manhattan,10023,Chinese,10,A
FLORA BAR,MADISON AVENUE,high income,Manhattan,10021,American,9,A
SARABETH'S,GREENWICH STREET,high income,Manhattan,10013,American,13,A
KENNEDY FRIED CHICKEN & PIZZERIA,LONGWOOD AVENUE,low income,Bronx,10459,Chicken,12,A
tutto il giorno,FRANKLIN STREET,high income,Manhattan,10013,Italian,5,A
DROM,AVENUE A,medium income,Manhattan,10009,Mediterranean,9,A
OFFICE COFFEE,CANAL STREET,high income,Manhattan,10013,Coffee/Tea,7,A
WOLF AND LAMB,EAST   48 STREET,high income,Manhattan,10017,Jewish/Kosher,9,N
VALBELLA MIDTOWN,MADISON AVENUE,high income,Manhattan,10022,Italian,9,A
THE SOCIAL BUTTERFLY,ATLANTIC AVENUE,medium income,Brooklyn,11238,American,4,A
LENWICH,PARK PLACE,high income,Manhattan,10007,Sandwiches/Salads/Mixed Buffet,13,A
MUMTAZ,YORK AVENUE,high income,Manhattan,10028,Indian,5,P
FOXY JOHN'S,EAST   47 STREET,high income,Manhattan,10017,American,10,A
LUKE'S BAR & GRILL,THIRD AVENUE,high income,Manhattan,10075,American,16,B
WHITE CASTLE,WEBSTER AVENUE,low income,Bronx,10457,Hamburgers,4,A
THE MAXWELL,LEXINGTON AVENUE,high income,Manhattan,10022,American,11,A
KENNEDY FRIED CHICKEN,GRAND CONCOURSE,low income,Bronx,10453,Chicken,4,A
BRAVO PIZZA,EAST   42 STREET,high income,Manhattan,10017,Pizza,8,A
KILLMEYER'S OLD BAVARIA INN.,ARTHUR KILL ROAD,medium income,Staten Island,10309,German,12,A
CHIPOTLE MEXICAN GRILL,BROADWAY,high income,Manhattan,10013,Tex-Mex,10,A
GREEN RECIPES,45 AVENUE,low income,Queens,11355,Vegetarian,10,A
NOURISH THAI,VANDERBILT AVENUE,medium income,Brooklyn,11238,Thai,11,A
CAFE BLU,EAST   62 STREET,high income,Manhattan,10065,Jewish/Kosher,12,A
COME PRIMA,MADISON AVENUE,high income,Manhattan,10021,Italian,7,A
NUCCI'S SOUTH,ARTHUR KILL ROAD,medium income,Staten Island,10309,Italian,13,A
MAJESTIC PIZZA,CORTLANDT STREET,high income,Manhattan,10007,Pizza,29,C
LTK LITTLE THAI KITCHEN,EAST   53 STREET,high income,Manhattan,10022,Thai,13,A
FLOR DE MAYO,AMSTERDAM AVENUE,high income,Manhattan,10024,Latin American,12,A
PANDA EXPRESS,3 AVENUE,high income,Manhattan,10022,Chinese,9,A
TEA SHOP 168 & BAKERY,MAIN STREET,low income,Queens,11355,Chinese,13,A
PRICE WATERHOUSE CAFETERIA,MADISON AVENUE,high income,Manhattan,10017,American,9,A
ELIO'S,SECOND AVENUE,high income,Manhattan,10028,Italian,5,A
TART TART HOUSE,45TH AVE,low income,Queens,11355,Bakery Products/Desserts,10,A
CAFE OLYMPIA,LEXINGTON AVENUE,high income,Manhattan,10022,Sandwiches,9,A
BAGELS FOR YOU,QUEENS BOULEVARD,medium income,Queens,11375,Bagels/Pretzels,3,A
GARDEN COURT CAFE (ASIA SOCIETY),PARK AVENUE,high income,Manhattan,10021,Asian/Asian Fusion,8,A
16 HANDLES,AMSTERDAM AVENUE,high income,Manhattan,10023,Frozen Desserts,13,A
PROVA PIZZA BAR,EAST   42 STREET,high income,Manhattan,10017,Pizza,19,B
BATARD,WEST BROADWAY,high income,Manhattan,10013,French,9,A
EL NUEVO VALLE III,EAST  167 STREET,low income,Bronx,10456,Latin American,12,A
MORRIS YACHT & BEACH CLUB,CITY ISLAND AVENUE,medium income,Bronx,10464,American,12,A
RUSSIAN TURKISH BATHS,EAST   10 STREET,medium income,Manhattan,10009,Russian,7,A
IBM CAFETERIA,MADISON AVENUE,high income,Manhattan,10022,American,10,A
AUGURS WELL,ST MARKS PLACE,medium income,Manhattan,10009,American,13,A
STARBUCKS,3 AVENUE,high income,Manhattan,10003,Coffee/Tea,8,A
THE WHEELTAPPER,EAST   44 STREET,high income,Manhattan,10017,American,2,A
THE NATIONAL,EAST   50 STREET,high income,Manhattan,10022,American,13,A
PIZZA CHEF,CROSS ISLAND PARKWAY,medium income,Queens,11357,Pizza,9,A
NEW YORK LUNCHEONETTE,EAST   50 STREET,high income,Manhattan,10022,American,13,A
CIBO E VINO,BROADWAY,high income,Manhattan,10024,Italian,11,A
PELHAM BAY AND SPLIT ROCK GOLF COURSE,SHORE ROAD,medium income,Bronx,10464,American,5,A
CHINA WOK KITCHEN,AVENUE D,medium income,Manhattan,10009,Chinese,4,A
SUBWAY,AMBOY ROAD,medium income,Staten Island,10312,Sandwiches,13,A
MAPLE GARDEN,MAIN STREET,low income,Queens,11355,Chinese,10,A
CHIPOTLE MEXICAN GRILL,EAST   44 STREET,high income,Manhattan,10017,Tex-Mex,10,A
BAR COASTAL,1 AVENUE,high income,Manhattan,10075,American,8,A
THE LOBSTER CLUB,EAST   52 STREET,high income,Manhattan,10022,Seafood,5,A
PLANET ROSE,AVENUE A,medium income,Manhattan,10009,American,9,A
TWO HANDS,MOTT STREET,high income,Manhattan,10013,American,12,A
BLAKE AND TODD,EAST   53 STREET,high income,Manhattan,10022,American,12,A
JENNY RESTAURANT,EAST  169 STREET,low income,Bronx,10456,Latin American,5,A
ASHLEY'S FINE FOODS,LEXINGTON AVENUE,high income,Manhattan,10017,American,13,A
WOK WOK RESTAURANT,MOTT STREET,high income,Manhattan,10013,Asian/Asian Fusion,21,B
SESSION 73,1 AVENUE,high income,Manhattan,10021,American,7,A
VEGGIES,FRANKLIN AVENUE,medium income,Brooklyn,11238,"Juice, Smoothies, Fruit Salads",6,A
THE GUTTER,46TH AVE,medium income,Queens,11101,American,7,A
HUMMUS KITCHEN,2 AVENUE,high income,Manhattan,10028,Jewish/Kosher,11,A
HAROLD'S,HUDSON STREET,high income,Manhattan,10013,American,11,A
ORCHARD BEACH SNACK BAR SECTION 10,ORCHARD BEACH ROAD,medium income,Bronx,10464,Coffee/Tea,8,A
KELLYS PUB,41ST AVE,low income,Queens,11355,American,3,A
FUJI JAPANESE CUISINE,QUEENS BLVD,medium income,Queens,11375,Japanese,16,B
DEBEVOISE & PLIMPTON,3 AVENUE,high income,Manhattan,10022,American,2,A
STARBUCKS,COLUMBUS AVENUE,high income,Manhattan,10023,Coffee/Tea,13,A
INSOMNIA COOKIES,EAST   53 STREET,high income,Manhattan,10022,American,2,A
TENNY & BETSY,EAST   76 STREET,high income,Manhattan,10021,Coffee/Tea,10,A
DELICIAS DEL ATLANTICO SEA FOOD RESTAURANT,EDWARD L GRANT HIGHWAY,low income,Bronx,10452,Seafood,9,A
CAFE HONG KONG,BAYARD STREET,high income,Manhattan,10013,Chinese,12,A
HORUS CAFE,EAST   10 STREET,medium income,Manhattan,10009,Mediterranean,8,A
BUKHARA GRILL,EAST   49 STREET,high income,Manhattan,10017,Indian,12,A
LE BILBOQUET,EAST   60 STREET,high income,Manhattan,10022,French,25,B
MADISON CAFE,EAST BURNSIDE AVENUE,low income,Bronx,10453,American,11,A
LA ESPERANZA MEXICAN DELI GROCERY & VEGETABLES,GRAND CONCOURSE,low income,Bronx,10453,Mexican,13,A
DIRTY PIERRES BISTRO,STATION SQUARE,medium income,Queens,11375,French,9,A
PROHIBITION,COLUMBUS AVENUE,high income,Manhattan,10024,American,40,C
NEW COUNTRY HOUSE,FULTON STREET,medium income,Brooklyn,11238,American,10,A
NARITA JAPANESE RESTAURANT,70 ROAD,medium income,Queens,11375,Japanese,11,A
BURGER KING,JEROME AVENUE,low income,Bronx,10452,Hamburgers,12,A
TOASTIES,EAST   51 STREET,high income,Manhattan,10022,American,7,A
BRAVO PIZZA,EAST   42 STREET,high income,Manhattan,10017,Pizza,12,A
YIA YIA,EAST   69 STREET,high income,Manhattan,10021,Greek,9,A
GIO'S PIZZA & RESTAURANT,EAST  141 STREET,low income,Bronx,10454,Pizza,24,B
EL NUEVO ROBLE BILLIARDS,EAST  170 STREET,low income,Bronx,10456,Spanish,22,B
SOLO PIZZA,AVENUE B,medium income,Manhattan,10009,Pizza,13,A
PERSEPOLIS,2 AVENUE,high income,Manhattan,10021,Mediterranean,4,A
JUICE VITALITY,1 AVENUE,medium income,Manhattan,10009,"Juice, Smoothies, Fruit Salads",6,A
HEX AND CO.,1 AVENUE,high income,Manhattan,10075,American,12,A
ONE WORLD OBSERVATORY,WORLD TRADE CTR,high income,Manhattan,10007,American,4,A
CAFE FIORELLO,BROADWAY,high income,Manhattan,10023,Italian,12,A
DIG INN,WEST   67 STREET,high income,Manhattan,10023,American,7,A
PIZZA PARK,FIRST AVENUE,high income,Manhattan,10065,Pizza,9,A
THREE GUY'S RESTAURANT,MADISON AVENUE,high income,Manhattan,10021,American,10,A
LA SABROSURA 1 RESTAURANT,EAST  170 STREET,low income,Bronx,10452,Latin American,17,B
INSOMNIA COOKIES,2 AVENUE,high income,Manhattan,10028,Bakery Products/Desserts,9,A
COLUMBUS CITIZENS FOUNDATION,EAST   69 STREET,high income,Manhattan,10021,Italian,12,A
SPICE,VERNON BOULEVARD,medium income,Queens,11101,Thai,12,A
KISSFISH,AUSTIN ST,medium income,Queens,11375,Japanese,5,A
ZONA TRIBECA MEZCALERIA,GREENWICH STREET,high income,Manhattan,10013,Mexican,10,A
KENNEDY FRIED CHICKEN,JEROME AVENUE,low income,Bronx,10453,Chicken,24,B
HUMMUS PLACE,AMSTERDAM AVENUE,high income,Manhattan,10023,Middle Eastern,11,A
PARIS BAGUETTE,LEXINGTON AVENUE,high income,Manhattan,10022,Bakery Products/Desserts,9,A
MUNCH,AUSTIN ST,medium income,Queens,11375,Hamburgers,58,C
TOASTIES,3 AVENUE,high income,Manhattan,10022,American,42,C
TITOS EMPANADAS Y MAS,JEROME AVENUE,low income,Bronx,10452,Latin American,2,A
LE PAIN QUOTIDIEN,3 AVENUE,high income,Manhattan,10028,Bakery Products/Desserts,13,A
REDEMPTION,2 AVENUE,high income,Manhattan,10022,American,13,A
TRIBECA'S KITCHEN,CHURCH STREET,high income,Manhattan,10013,American,10,A
PIZZA HUT,WESTCHESTER AVENUE,low income,Bronx,10462,Pizza,2,A
SWEETGREEN,AMSTERDAM AVENUE,high income,Manhattan,10023,Salads,10,A
HADJA MARLEY RESTAURANT,FULTON STREET,medium income,Brooklyn,11238,African,2,C
THE MILL COFFEE HOUSE,11TH ST,medium income,Queens,11101,Coffee/Tea,10,A
BURGERFI,EAST   82 STREET,high income,Manhattan,10028,Hamburgers,2,A
MCDONALD'S,WESTCHESTER AVENUE,low income,Bronx,10455,Hamburgers,10,A
JOE & THE JUICE,COLUMBUS AVENUE,high income,Manhattan,10023,"Juice, Smoothies, Fruit Salads",13,A
KENNEDY FRIED CHICKEN,OGDEN AVENUE,low income,Bronx,10452,Chicken,4,A
IGGY'S,2 AVENUE,high income,Manhattan,10021,American,10,A
LA BOULANGERIE,72 ROAD,medium income,Queens,11375,Bakery Products/Desserts,7,A
AQUAVIT,EAST   55 STREET,high income,Manhattan,10022,Scandinavian,10,A
POPEYES,3 AVENUE,low income,Bronx,10455,American,7,A
MAGNOLIA BAKERY,3 AVENUE,high income,Manhattan,10022,Bakery Products/Desserts,2,A
TISANE PHARMACY,EAST   86 STREET,high income,Manhattan,10028,Coffee/Tea,3,A
WHITMAN'S,EAST    9 STREET,medium income,Manhattan,10009,American,13,A
BIARRITZ BAKERY,EAST  167 STREET,low income,Bronx,10459,Bakery Products/Desserts,11,A
STARBUCKS,BROADWAY,high income,Manhattan,10036,Coffee/Tea,4,A
SAPID INDIAN RESTAURANT,WASHINGTON AVENUE,medium income,Brooklyn,11238,Indian,10,A
LADY M CONFECTIONS,EAST   78 STREET,high income,Manhattan,10075,Bakery Products/Desserts,5,A
MCDONALD'S,JEROME AVENUE,low income,Bronx,10468,Hamburgers,8,A
LAZY POINT,SPRING STREET,high income,Manhattan,10013,American,7,A
CAFE 41,EAST   41 STREET,high income,Manhattan,10017,Coffee/Tea,12,A
DYNASTY TASTE LAM,EAST TREMONT AVENUE,low income,Bronx,10457,Chinese,11,A
THE BLASKET,2 AVENUE,high income,Manhattan,10022,American,10,A
YARDS BAR & GRILL,SKILLMAN AVE,medium income,Queens,11101,American,12,A
AHANA JAPANESE FUSION CUISINE,1 AVENUE,high income,Manhattan,10065,Japanese,12,A
O'HANLON'S BAR,QUEENS BOULEVARD,medium income,Queens,11375,American,7,A
POPEYES,3 AVENUE,low income,Bronx,10455,American,2,A
JIMBO'S HAMBURGER PLACE,MELROSE AVENUE,low income,Bronx,10455,Hamburgers,12,A
BAR MERIDIAN,PROSPECT PLACE,medium income,Brooklyn,11238,American,9,A
H&H MIDTOWN BAGELS EAST,COLUMBUS AVENUE,high income,Manhattan,10024,Bagels/Pretzels,35,C
HE NAN CUISINE,41ST AVE,low income,Queens,11355,Chinese,5,A
HAN JOO BBQ CYCJ,149TH PL,low income,Queens,11355,Korean,10,A
MINCA RAMEN FACTORY,EAST    5 STREET,medium income,Manhattan,10009,Japanese,11,A
OSTERIA SERAFINA,EAST   58 STREET,high income,Manhattan,10022,Italian,9,A
CHOP'T,3 AVENUE,high income,Manhattan,10075,Salads,10,A
SOPHIES CUBAN CUISINE,EAST   68 STREET,high income,Manhattan,10065,Latin American,7,A
CASCARINO'S,10 AVENUE,medium income,Queens,11357,Italian,12,A
WHITMANS,HUDSON STREET,high income,Manhattan,10013,American,17,B
PRET A MANGER,CHURCH STREET,high income,Manhattan,10007,Soups/Salads/Sandwiches,7,A
THE JEFFREY,EAST   60 STREET,high income,Manhattan,10022,American,13,A
NEW YORK INSTITUTE OF TECHNOLOGY,BROADWAY,high income,Manhattan,10023,American,10,A
BIEROCRACY,JACKSON AVE,medium income,Queens,11101,American,13,A
WASABI SUSHI BENTO (OCULUS WEST CONCOURSE),GREENWICH STREET,high income,Manhattan,10007,Japanese,2,A
EL VIEJO JOBO SEAFOOD RESTAURANT,WEST BURNSIDE AVENUE,low income,Bronx,10453,Spanish,26,B
SEVEN HILLS MEDITERANEAN GRILL,WEST   72 STREET,high income,Manhattan,10023,Turkish,13,A
SHAKE SHACK,GRAND CENTRAL TERMINAL,high income,Manhattan,10017,Hamburgers,13,A
MUNCH,AUSTIN ST,medium income,Queens,11375,Hamburgers,12,P
LA CHULA TACO & LATINERIA,EAST   42 STREET,high income,Manhattan,10017,Tex-Mex,7,A
GIGI'S PIZZERIA,FRANCIS LEWIS BOULEVARD,medium income,Queens,11357,Pizza,12,A
BAKER'S PIZZA,AVENUE A,medium income,Manhattan,10009,Pizza,35,C
BAGELS & COMPANY,WEST   79 STREET,high income,Manhattan,10024,Jewish/Kosher,2,A
STARBUCKS,MADISON AVENUE,high income,Manhattan,10173,Coffee/Tea,7,A
SAN PIETRO,EAST   54 STREET,high income,Manhattan,10022,Italian,5,A
YUNSHANG RICE NOODLE HOUSE,BAYARD STREET,high income,Manhattan,10013,Chinese,4,A
1ST MAMA RESTAURANT,WEST TREMONT AVENUE,low income,Bronx,10453,Latin American,10,A
GODIVA CAFE,LEXINGTON AVENUE,high income,Manhattan,10022,Coffee/Tea,5,A
SAINT ANN'S CAFE RESTAURANT,SAINT ANNS AVENUE,low income,Bronx,10454,Latin American,32,C
THE GEORGIAN SUITE KITCHEN,EAST   77 STREET,high income,Manhattan,10075,Continental,9,A
MAYA,1 AVENUE,high income,Manhattan,10065,Mexican,7,A
ANTONIO'S RESTAURANT,EAST  167 STREET,low income,Bronx,10456,Latin American,19,B
LA DOLCE PASTRY SHOPPE,ROSSVILLE AVENUE,medium income,Staten Island,10309,Bakery Products/Desserts,12,A
SUNSHINE CO.,WASHINGTON AVENUE,medium income,Brooklyn,11238,American,17,B
THE ISLANDS,WASHINGTON AVENUE,medium income,Brooklyn,11238,Caribbean,11,A
